index,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
447,HIGHWAY,2787,3007,104,2,2,537,31,27,1
448,HIGHWAY,2976,3196,104,-2,2,591,27,37,1
449,HIGHWAY,3205,3421,104,-2,2,613,36,33,1
450,HIGHWAY,13357,13581,104,2,2,1618,49,57,1
451,HIGHWAY,16361,16669,104,2,2,2103,59,56,1
452,HIGHWAY,395,706,104,-2,-2,186,20,18,1
453,HIGHWAY,1895,2197,104,2,-2,388,23,26,1
454,HIGHWAY,4507,4723,104,2,-2,730,36,35,1
455,HIGHWAY,688,904,104,2,2,232,20,22,1
456,HIGHWAY,4174,4390,104,-2,-2,742,33,39,1
457,HIGHWAY,1718,2030,104,2,-2,378,30,24,1
458,HIGHWAY,3739,3955,104,-2,2,740,25,45,1
459,HIGHWAY,531,745,104,2,-2,183,19,18,1
460,HIGHWAY,682,993,104,2,-2,255,19,20,1
461,HIGHWAY,12818,13070,104,2,2,1589,56,43,1
462,HIGHWAY,786,1002,104,2,2,238,20,20,1
463,HIGHWAY,1103,1411,104,-2,-2,281,24,24,1
464,HIGHWAY,4471,4782,104,2,2,909,41,45,1
465,HIGHWAY,6259,6476,104,2,2,1028,40,45,1
466,HIGHWAY,2748,2958,104,2,-2,504,30,30,1
467,HIGHWAY,766,1077,104,2,-2,229,23,19,1
468,HIGHWAY,1576,1805,104,-2,2,394,27,26,1
469,HIGHWAY,19365,19579,104,2,-2,2092,58,57,1
470,HIGHWAY,5584,5815,104,2,-2,949,45,39,1
471,HIGHWAY,2663,2871,104,2,2,571,35,25,1
472,HIGHWAY,2088,2399,104,2,-2,460,31,29,1
473,HIGHWAY,3310,3526,104,-2,-2,627,29,38,1
474,HIGHWAY,705,922,104,2,2,210,22,19,1
475,HIGHWAY,2980,3200,104,-2,2,591,27,37,1
476,HIGHWAY,700,916,104,2,2,217,24,20,1
477,HIGHWAY,2798,3109,104,2,-2,636,37,33,1
478,HIGHWAY,696,912,104,2,2,215,24,20,1
479,HIGHWAY,399,710,104,-2,-2,186,20,18,1
480,HIGHWAY,1622,1838,104,-2,-2,330,26,25,1
481,HIGHWAY,2960,3176,104,-2,-2,612,33,34,1
482,HIGHWAY,7866,8082,104,-2,-2,1298,53,49,1
483,HIGHWAY,1976,2288,104,-2,2,457,25,32,1
484,HIGHWAY,1710,2022,104,2,-2,378,30,24,1
485,HIGHWAY,744,1056,104,2,-2,254,23,23,1
486,HIGHWAY,851,1162,104,-2,-2,287,23,22,1
487,HIGHWAY,1580,1809,104,2,-2,394,27,26,1
488,HIGHWAY,11674,11889,104,-2,2,1643,58,49,1
489,HIGHWAY,592,808,104,-2,-2,192,20,21,1
490,HIGHWAY,4517,4748,104,-2,-2,788,29,46,1
491,HIGHWAY,4823,5075,104,-2,2,765,31,39,1
492,HIGHWAY,4343,4559,104,-2,2,749,34,33,1
493,HIGHWAY,2950,3261,104,2,-2,575,34,35,1
494,HIGHWAY,2768,2988,104,2,-2,537,27,31,1
495,HIGHWAY,1681,1897,104,2,-2,360,29,23,1
496,HIGHWAY,1433,1649,104,2,2,361,26,21,1
497,HIGHWAY,868,1170,104,2,2,274,23,23,1
498,HIGHWAY,4683,4899,104,2,-2,796,37,36,1
499,HIGHWAY,6592,6810,104,2,2,869,44,33,1
500,HIGHWAY,1677,1893,104,-2,2,360,29,23,1
501,HIGHWAY,7851,8162,104,-2,-2,1092,44,44,1
502,HIGHWAY,2972,3192,104,-2,2,591,27,37,1
503,HIGHWAY,3201,3417,104,-2,2,613,36,33,1
504,HIGHWAY,268,579,104,-2,2,156,18,16,1
505,HIGHWAY,2744,2952,104,2,-2,567,25,35,1
506,HIGHWAY,264,575,104,-2,2,154,18,16,1
507,HIGHWAY,1626,1842,104,-2,-2,330,26,25,1
508,HIGHWAY,1806,2049,104,-2,-2,436,29,28,1
509,HIGHWAY,2934,3245,104,2,-2,575,34,35,1
510,HIGHWAY,4170,4386,104,-2,-2,742,33,39,1
511,HIGHWAY,1714,2026,104,2,-2,378,30,24,1
