onset_step,count
1063,13
1064,5
1065,9
1066,8
1067,13
1068,14
1069,13
1070,11
1071,14
1072,13
1073,13
1074,10
1075,10
1076,20
1077,20
1078,23
1079,17
1080,11
1081,15
1082,14
1083,23
1084,11
1085,18
1086,11
1087,8
1088,10
1089,17
1090,15
1091,12
1092,11
1093,5
1094,5
1095,8
1096,14
1097,17
1098,9
1099,11
1100,11
1101,7
1102,15
1103,17
1104,10
1105,15
1106,15
1107,13
1108,13
1109,22
1110,19
1111,13
1112,17
1113,17
1114,11
1115,10
1116,20
1117,12
1118,20
1119,15
1120,9
1121,11
1122,13
1123,8
1124,13
1125,22
1126,13
1127,11
1128,14
1129,20
1130,20
1131,22
1132,16
1133,27
1134,8
1135,11
1136,9
1137,31
1138,12
1139,16
1140,11
1141,11
1142,10
1143,9
1144,9
1145,9
1146,11
1147,17
1148,11
1149,13
1150,11
1151,15
1152,22
1153,12
1154,10
1155,8
1156,10
1157,6
1158,10
1159,13
1160,18
1161,13
1162,6
1163,4
1164,6
1165,10
1166,11
1167,8
1168,14
1169,3
1170,9
1171,12
1172,11
1173,15
1174,21
1175,10
1176,19
1177,16
1178,9
1179,7
1180,9
1181,8
1182,11
1183,14
1184,16
1185,10
1186,13
1187,8
1188,9
1189,17
1190,5
1191,5
1192,12
1193,14
1194,9
1195,8
1196,12
1197,6
1198,10
1199,11
1200,8
1201,22
1202,17
1203,11
1204,7
1205,6
1206,8
1207,4
1208,10
1209,7
1210,12
1211,1
1212,6
1213,4
1214,1
1215,4
1216,10
1217,11
1218,6
1219,12
1220,13
1221,11
1222,11
1223,11
1224,12
1225,18
1226,9
1227,10
1228,10
1229,7
1230,7
1231,15
1232,12
1233,13
1234,11
1235,4
1236,8
1237,14
1238,6
1239,7
1240,15
1241,9
1242,10
1243,6
1244,7
1245,5
1246,4
1247,13
1248,9
1249,13
1250,10
1251,18
1252,10
1253,15
1254,5
1255,15
1256,12
1257,15
1258,15
1259,18
1260,9
1261,14
1262,13
1263,11
1264,10
1265,17
1266,15
1267,12
1268,14
1269,7
1270,1
1271,14
1272,21
1273,13
1274,20
1275,11
1276,13
1277,8
1278,11
1279,7
1280,9
1281,8
1282,11
1283,2
1284,11
1285,7
1286,4
1287,19
1288,9
1289,15
1290,7
1291,11
1292,18
1293,6
1294,4
1295,7
1296,6
1297,7
1298,4
1299,13
1300,13
1301,10
1302,7
1303,10
1304,7
1305,8
1306,10
1307,17
1308,3
1309,11
1310,9
1311,11
1312,17
1313,16
1314,6
1315,7
1316,11
1317,11
1318,6
1319,8
1320,7
1321,19
1322,14
1323,7
1324,12
1325,10
1326,17
1327,10
1328,8
1329,3
1330,4
1331,7
1332,10
1333,7
1334,2
1335,8
1336,9
1337,5
1338,2
1339,5
1340,6
1341,6
1342,11
1343,6
1344,16
1345,13
1346,3
1347,7
1348,8
1349,3
1350,2
1351,15
1352,10
1353,20
1354,12
1355,15
1356,14
1357,20
1358,6
1359,14
1360,7
1361,3
1362,1
1363,5
1364,3
1365,21
1366,8
1367,3
1368,10
1369,4
1370,5
1371,16
1372,9
1373,9
1374,6
1375,11
1376,10
1377,17
1378,14
1379,19
1380,11
1381,18
1382,9
1383,15
1384,8
1385,8
1386,10
1387,3
1388,4
1389,8
1390,6
1391,1
1392,3
1393,11
1394,3
1395,12
1396,7
1397,5
1398,7
1399,7
1400,10
1401,11
1402,8
1403,13
1404,12
1405,14
1406,11
1407,9
1408,11
1409,12
1410,11
1411,5
1412,12
1413,8
1414,14
1415,11
1416,15
1417,9
1418,15
1419,15
1420,2
1421,4
1422,9
1423,13
1424,10
1425,10
1426,9
1427,13
1428,9
1429,14
1430,12
1431,10
1432,15
1433,7
1434,5
1435,19
1436,7
1437,12
1438,6
1439,5
1440,6
1441,11
1442,3
1443,8
1444,7
1445,4
1446,9
1447,7
1448,6
1449,8
1450,9
1451,14
1452,5
1453,8
1454,8
1455,15
1456,10
1457,10
1458,10
1459,10
1460,7
1461,7
1462,6
1463,8
1464,7
1465,7
1466,12
1467,12
1468,7
1469,6
1470,5
1471,8
1472,6
1473,8
1474,4
1475,2
1476,1
1478,5
1479,4
1480,3
1481,4
1482,5
1483,7
1484,11
1485,9
1486,6
1487,6
1488,5
1489,6
1490,10
1491,6
1492,3
1493,9
1494,7
1495,8
1496,5
1497,3
1499,5
1500,3
1501,3
1502,14
1503,11
1504,4
1505,5
1506,7
1507,10
1508,6
1509,5
1510,4
1511,8
1512,11
1513,11
1514,11
1515,8
1516,8
1517,5
1518,4
1519,9
1520,13
1521,7
1522,11
1523,9
1524,8
1525,16
1526,19
1527,15
1528,13
1529,7
1530,4
1531,8
1532,9
1533,15
1534,8
1535,16
1536,8
1537,9
1538,15
1539,13
1540,9
1541,9
1542,6
1543,5
1544,5
1545,4
1546,3
1547,11
1548,10
1549,5
1550,9
1551,15
1552,10
1553,5
1554,7
1555,15
1556,4
1557,8
1558,11
1559,15
1560,7
1561,4
1562,14
1563,6
1564,7
1565,9
1566,1
1567,2
1568,9
1569,4
1570,2
1571,3
1572,9
1573,5
1574,10
1575,9
1576,8
1577,12
1578,11
1579,11
1580,7
1581,4
1583,12
1584,9
1585,3
1586,7
1587,7
1588,12
1589,8
1590,8
1591,7
1592,11
1593,3
1594,3
1595,4
1596,2
1597,8
1598,4
1599,10
1600,12
1601,18
1602,6
1603,6
1604,8
1605,3
1606,3
1607,6
1608,4
1609,13
1610,3
1611,3
1612,2
1613,15
1614,11
1615,5
1616,11
1617,14
1618,9
1619,10
1620,5
1621,10
1622,8
1623,2
1624,5
1625,6
1626,10
1627,10
1628,4
1629,11
1630,3
1631,5
1632,3
1633,5
1634,5
1636,10
1637,5
1638,13
1639,9
1640,9
1641,7
1642,6
1643,9
1644,9
1645,11
1646,4
1647,8
1648,6
1649,5
1650,7
1651,4
1652,6
1653,3
1654,6
1655,4
1656,4
1657,11
1658,9
1659,11
1660,6
1661,12
1662,7
1663,9
1664,3
1665,12
1666,10
1667,5
1668,3
1669,7
1670,6
1671,6
1672,7
1673,7
1674,6
1675,12
1676,6
1677,14
1678,15
1679,18
1680,6
1681,7
1682,9
1683,10
1684,7
1686,7
1687,10
1688,10
1689,4
1690,10
1691,6
1692,7
1693,12
1694,4
1695,12
1696,7
1697,6
1698,6
1699,2
1700,8
1701,4
1702,7
1703,7
1704,10
1705,8
1706,7
1707,11
1708,11
1709,9
1710,9
1711,4
1712,16
1713,14
1714,7
1715,4
1716,4
1717,4
1718,10
1719,8
1720,3
1721,10
1722,13
1723,15
1724,4
1725,6
1726,6
1727,4
1728,3
1729,1
1730,11
1731,16
1732,10
1733,8
1734,11
1735,6
1736,7
1737,7
1738,8
1739,3
1740,4
1741,9
1742,3
1743,4
1744,8
1745,9
1746,11
1747,7
1748,8
1749,8
1750,10
1751,7
1752,5
1753,4
1754,7
1755,11
1756,10
1757,12
1758,10
1759,7
1760,2
1762,8
1763,2
1764,6
1765,8
1766,3
1767,6
1768,8
1769,10
1770,7
1771,6
1772,3
1773,5
1774,7
1775,9
1776,13
1777,11
1778,7
1779,6
1780,1
1781,5
1782,17
1783,9
1784,11
1785,2
1786,8
1787,15
1788,10
1789,16
1790,13
1791,10
1792,7
1793,16
1794,15
1795,10
1796,13
1797,7
1798,11
1799,4
1800,8
1801,3
1802,7
1803,2
1804,7
1805,5
1806,5
1807,4
1808,4
1809,6
1810,3
1811,8
1812,5
1813,7
1814,7
1815,6
1816,3
1817,20
1818,5
1819,6
1820,5
1821,8
1822,8
1823,7
1824,14
1825,11
1826,5
1827,10
1828,7
1829,17
1830,6
1831,4
1832,8
1833,3
1834,4
1835,8
1836,7
1837,11
1838,11
1839,6
1840,6
1841,7
1842,7
1843,14
1844,3
1845,4
1846,3
1847,6
1848,4
1849,6
1850,5
1851,7
1852,8
1853,7
1854,8
1855,6
1856,8
1857,1
1858,6
1859,9
1860,7
1861,9
1862,11
1863,4
1864,7
1865,7
1866,3
1867,7
1868,3
1869,4
1870,5
1871,6
1872,8
1873,5
1874,5
1875,5
1876,4
1877,8
1878,4
1879,6
1880,12
1881,7
1882,8
1883,9
1884,5
1885,16
1886,9
1887,15
1888,10
1889,12
1890,8
1891,6
1892,12
1893,4
1894,8
1895,7
1896,10
1897,3
1898,10
1899,10
1900,7
1901,2
1902,4
1903,4
1904,5
1905,8
1906,5
1907,7
1908,2
1909,5
1910,6
1911,6
1912,8
1913,8
1914,6
1915,4
1916,9
1917,7
1918,4
1919,11
1920,4
1921,9
1922,3
1923,7
1924,2
1925,1
1926,3
1927,6
1928,9
1929,3
1930,1
1931,8
1932,3
1933,5
1934,4
1935,15
1936,6
1937,10
1938,1
1939,14
1940,8
1941,3
1942,7
1943,7
1944,4
1945,3
1946,7
1947,7
1948,8
1949,6
1950,10
1951,5
1952,4
1953,7
1954,7
1955,11
1956,4
1957,4
1958,5
1959,3
1960,7
1961,5
1962,5
1963,8
1964,9
1965,9
1966,8
1967,6
1968,9
1969,4
1970,2
1971,2
1972,8
1973,9
1974,10
1975,8
1976,7
1977,2
1978,6
1979,10
1980,7
1981,8
1982,4
1983,12
1984,6
1985,6
1986,4
1987,7
1988,5
1989,4
1990,7
1991,4
1992,6
1993,3
1994,11
1995,7
1996,9
1997,6
1998,11
1999,7
2000,7
2001,4
2002,3
2003,7
2004,6
2005,10
2006,10
2007,1
2008,4
2009,4
2010,8
2011,6
2012,7
2013,9
2014,10
2015,11
2016,6
2017,14
2018,5
2019,13
2020,10
2021,5
2022,4
2023,2
2024,5
2025,4
2026,5
2027,3
2028,3
2029,10
2030,5
2031,8
2032,4
2033,6
2034,4
2035,10
2036,2
2037,4
2038,5
2039,1
2040,3
2041,3
2042,4
2043,5
2044,3
2045,3
2046,7
2047,8
2048,3
2049,5
2050,5
2051,13
2052,9
2053,7
2054,10
2055,20
2056,6
2057,9
2058,6
2059,3
2060,8
2061,4
2062,5
2063,4
2064,4
2065,10
2066,8
2067,3
2068,7
2069,5
2070,11
2071,8
2072,7
2073,11
2074,7
2075,1
2076,3
2077,15
2078,8
2079,16
2080,5
2081,8
2082,10
2083,5
2084,8
2085,12
2086,11
2087,7
2088,10
2089,10
2090,15
2091,4
2092,3
2093,4
2094,7
2095,4
2096,10
2097,4
2098,7
2099,7
2100,8
2101,8
2102,10
2103,9
2104,12
2105,4
2106,6
2107,7
2108,3
2109,9
2110,6
2111,7
2112,9
2113,7
2114,5
2115,9
2116,5
2118,3
2119,8
2120,4
2121,6
2122,4
2123,7
2124,10
2125,4
2126,10
2127,8
2128,16
2129,9
2130,9
2131,3
2132,13
2133,10
2134,11
2135,9
2136,10
2137,7
2138,10
2139,8
2140,12
2141,12
2142,5
2143,7
2144,2
2145,4
2146,9
2147,4
2148,7
2149,11
2150,6
2151,6
2152,6
2153,6
2154,5
2156,1
2157,3
2158,5
2159,11
2160,1
2161,5
2162,5
2163,2
2164,6
2165,6
2166,8
2167,3
2168,9
2169,3
2170,4
2171,1
2172,4
2173,2
2174,5
2175,7
2176,7
2177,9
2178,3
2179,9
2180,6
2181,5
2182,1
2183,4
2184,2
2185,5
2186,5
2187,4
2188,1
2189,9
2190,3
2192,2
2193,2
2194,7
2195,8
2196,8
2197,7
2198,6
2199,6
2200,5
2201,7
2202,2
2203,1
2204,2
2205,4
2206,2
2207,10
2208,6
2209,1
2210,3
2211,9
2212,5
2213,4
2214,3
2215,2
2216,8
2217,4
2218,5
2219,8
2220,7
2221,4
2222,3
2223,7
2224,12
2225,9
2226,6
2227,2
2228,4
2229,8
2230,4
2231,8
2232,5
2233,5
2234,1
2235,3
2236,8
2237,7
2238,1
2239,5
2240,6
2241,7
2242,5
2243,6
2244,13
2245,7
2246,6
2247,5
2248,3
2249,5
2250,6
2251,8
2252,8
2253,2
2254,9
2255,8
2256,7
2257,3
2258,4
2259,9
2260,5
2261,2
2262,4
2263,6
2264,1
2265,8
2266,2
2267,3
2268,8
2269,4
2270,5
2271,7
2272,5
2273,5
2274,7
2275,6
2276,8
2277,5
2278,1
2279,1
2281,9
2282,3
2283,3
2284,8
2285,3
2286,6
2287,8
2288,7
2289,11
2290,3
2291,7
2292,1
2293,2
2294,8
2295,10
2296,5
2297,2
2298,3
2299,3
2300,4
2301,9
2302,1
2303,6
2304,6
2306,8
2307,6
2308,2
2309,5
2310,5
2311,2
2312,13
2313,1
2314,2
2315,2
2316,5
2317,3
2318,2
2319,7
2320,2
2321,16
2322,6
2323,6
2324,13
2325,9
2326,6
2327,3
2328,4
2329,3
2330,4
2331,5
2332,6
2333,8
2334,4
2335,4
2336,2
2337,9
2338,10
2339,9
2340,6
2341,14
2342,4
2343,8
2344,6
2345,2
2346,4
2347,5
2348,6
2349,1
2350,2
2351,8
2352,6
2353,8
2354,6
2355,5
2356,2
2357,4
2358,5
2359,4
2360,1
2361,8
2362,13
2363,7
2364,8
2365,8
2366,12
2367,5
2368,3
2369,3
2370,6
2371,9
2372,8
2373,4
2374,10
2375,4
2376,8
2377,6
2378,7
2379,5
2380,8
2381,4
2382,5
2383,4
2384,8
2385,9
2386,9
2387,7
2388,8
2389,4
2390,10
2391,7
2392,10
2393,8
2394,15
2395,5
2396,8
2397,7
2398,2
2399,6
2400,6
2401,8
2402,5
2403,6
2404,11
2405,5
2406,3
2407,6
2408,3
2409,5
2410,6
2411,8
2412,12
2413,7
2416,7
2417,6
2418,6
2419,3
2420,2
2421,4
2422,10
2423,6
2424,4
2425,2
2426,8
2427,8
2428,6
2429,8
2430,4
2431,8
2432,8
2433,16
2434,3
2435,1
2436,3
2437,5
2438,5
2439,4
2440,6
2441,3
2442,14
2443,5
2444,3
2445,6
2446,3
2447,7
2448,8
2449,3
2450,9
2451,7
2452,5
2453,14
2454,5
2455,12
2456,7
2457,9
2458,7
2459,5
2460,2
2461,7
2462,8
2463,4
2464,3
2465,9
2466,8
2467,7
2468,1
2469,6
2470,7
2471,9
2472,4
2473,7
2475,6
2476,6
2477,13
2478,2
2479,7
2480,4
2481,3
2482,6
2483,8
2484,6
2485,12
2486,8
2487,3
2488,7
2489,4
2490,5
2491,4
2492,6
2493,5
2494,3
2495,5
2496,2
2497,9
2498,8
2499,11
2500,9
2501,6
2502,13
2503,9
2504,3
2505,3
2506,8
2507,2
2508,5
2509,9
2510,7
2511,3
2512,8
2513,3
2514,2
2515,5
2516,2
2517,9
2518,8
2519,13
2520,7
2521,7
2522,6
2523,4
2524,8
2525,5
2526,5
2527,9
2528,5
2529,8
2530,7
2531,2
2532,6
2533,8
2534,4
2535,1
2536,3
2537,7
2538,2
2539,5
2540,4
2541,5
2542,4
2543,8
2544,5
2545,4
2546,1
2547,3
2548,5
2549,3
2550,6
2551,7
2552,7
2553,8
2554,6
2555,6
2556,8
2557,3
2559,7
2560,5
2561,9
2562,9
2563,6
2564,7
2565,5
2566,7
2567,7
2568,6
2569,5
2570,4
2571,8
2572,6
2573,2
2574,6
2576,6
2577,6
2578,7
2579,5
2580,6
2581,2
2582,3
2583,4
2584,9
2585,6
2586,7
2587,9
2588,2
2589,6
2590,9
2591,6
2592,6
2593,10
2594,9
2595,11
2596,5
2597,7
2598,4
2599,8
2600,1
2601,5
2602,7
2603,9
2604,8
2605,4
2606,8
2607,6
2608,4
2609,11
2610,8
2611,11
2612,6
2613,6
2614,7
2615,7
2616,3
2617,8
2618,3
2619,6
2620,6
2621,7
2622,4
2623,10
2624,8
2625,7
2626,12
2627,6
2628,13
2629,7
2630,11
2631,7
2632,7
2633,5
2634,10
2635,4
2636,9
2637,4
2638,2
2639,5
2640,2
2641,7
2642,6
2643,11
2644,11
2645,2
2646,4
2647,7
2648,8
2649,4
2650,7
2651,7
2652,12
2653,15
2654,4
2655,10
2656,4
2657,14
2658,5
2659,2
2660,3
2661,8
2662,13
2663,12
2664,15
2665,6
2666,8
2667,9
2668,3
2669,8
2670,4
2671,7
2672,12
2673,9
2674,1
2675,1
2676,5
2677,8
2678,4
2679,2
2680,3
2681,1
2682,9
2683,5
2684,11
2685,3
2686,5
2687,6
2688,2
2689,6
2690,5
2691,8
2692,5
2693,8
2694,3
2695,8
2697,3
2698,3
2699,2
2700,1
2701,2
2702,3
2703,6
2704,2
2705,1
2706,7
2707,7
2708,1
2709,6
2710,5
2711,9
2712,3
2713,10
2714,10
2715,7
2716,7
2717,9
2718,5
2719,5
2720,9
2721,5
2722,11
2723,3
2724,1
2725,9
2726,9
2727,11
2728,11
2729,13
2730,13
2731,9
2732,5
2733,7
2734,4
2735,3
2736,9
2737,11
2738,13
2739,6
2740,4
2741,1
2742,6
2743,2
2744,4
2745,8
2746,1
2747,8
2748,8
2749,3
2750,7
2751,4
2752,7
2753,14
2754,6
2755,4
2756,9
2757,5
2758,5
2759,1
2760,3
2761,10
2762,7
2763,6
2764,7
2765,4
2766,4
2767,4
2768,6
2769,5
2770,1
2771,4
2772,2
2773,3
2775,4
2776,6
2777,9
2778,3
2779,3
2780,4
2781,7
2782,9
2783,5
2784,8
2785,4
2786,8
2787,4
2788,1
2789,4
2790,3
2791,13
2792,9
2793,6
2794,11
2795,4
2796,6
2797,6
2798,4
2799,11
2800,10
2801,5
2802,11
2803,4
2804,6
2805,5
2806,7
2807,4
2808,5
2809,3
2810,5
2812,1
2813,4
2814,2
2815,2
2816,1
2817,7
2818,8
2819,11
2820,9
2821,1
2822,2
2823,3
2824,8
2825,6
2826,4
2827,4
2828,4
2829,4
2830,7
2831,9
2832,6
2833,3
2834,2
2835,8
2836,3
2837,3
2838,3
2839,6
2840,2
2841,2
2842,3
2843,4
2844,9
2845,8
2846,9
2847,6
2848,3
2849,7
2850,3
2851,9
2852,8
2853,4
2854,5
2855,9
2856,2
2857,7
2858,4
2859,8
2860,2
2861,2
2862,2
2863,6
2864,3
2865,4
2866,6
2867,5
2868,10
2869,6
2870,6
2871,8
2872,2
2873,1
2874,3
2875,2
2876,7
2877,3
2878,3
2879,2
2880,8
2881,5
2882,10
2883,10
2884,1
2885,3
2886,4
2887,10
2888,6
2889,11
2890,7
2891,3
2892,4
2893,5
2894,6
2895,10
2896,10
2897,3
2898,7
2899,6
2900,4
2901,6
2902,3
2903,4
2904,4
2905,2
2906,3
2907,1
2908,4
2909,3
2910,9
2911,12
2912,7
2913,2
2914,9
2915,8
2916,9
2917,3
2918,1
2919,1
2920,5
2921,10
2922,4
2923,4
2924,1
2925,8
2926,6
2927,4
2928,4
2929,9
2930,6
2931,4
2932,6
2933,2
2934,3
2935,4
2936,6
2937,3
2938,11
2939,11
2940,4
2941,6
2942,9
2943,5
2944,4
2945,6
2946,9
2947,8
2948,4
2949,2
2950,7
2951,7
2952,2
2953,1
2954,3
2955,5
2956,2
2957,5
2958,4
2959,2
2960,1
2961,5
2962,5
2963,3
2964,6
2965,4
2966,3
2967,10
2968,4
2969,7
2970,4
2971,1
2972,9
2973,10
2974,8
2975,6
2976,3
2977,10
2978,5
2979,5
2980,5
2981,5
2982,8
2983,3
2984,7
2985,6
2986,1
2987,3
2988,5
2989,10
2990,10
2991,6
2992,3
2993,4
2994,4
2995,7
2996,5
2997,3
2998,3
2999,7
3000,10
3001,3
3002,2
3003,1
3004,2
3005,4
3006,11
3007,4
3008,3
3009,1
3010,3
3011,2
3012,10
3013,5
3014,6
3015,6
3016,9
3017,6
3018,4
3019,7
3020,6
3021,5
3022,6
3023,1
3024,4
3025,8
3026,6
3027,6
3028,7
3030,2
3031,5
3032,4
3033,3
3034,8
3035,3
3036,7
3037,8
3038,5
3039,1
3040,7
3041,4
3042,9
3043,7
3044,7
3045,13
3046,1
3047,5
3048,2
3049,2
3050,4
3051,10
3052,5
3053,5
3054,9
3055,6
3056,6
3057,5
3058,7
3059,1
3060,2
3061,8
3062,2
3063,2
3064,2
3065,6
3066,4
3067,8
3068,5
3069,1
3070,3
3071,4
3072,3
3073,5
3074,6
3075,9
3076,1
3077,4
3078,3
3079,6
3080,7
3081,6
3082,3
3083,10
3084,11
3085,1
3086,1
3087,2
3088,4
3089,1
3090,1
3091,1
3092,6
3093,6
3094,2
3095,9
3096,5
3097,2
3098,3
3099,2
3100,1
3101,5
3103,2
3105,2
3106,3
3107,2
3108,2
3109,3
3110,2
3111,1
3112,8
3113,4
3114,5
3115,1
3116,1
3118,1
3119,1
3120,4
3121,2
3123,7
3125,2
3127,4
3129,2
3130,2
3131,1
3132,3
3135,1
3136,2
3137,4
3138,5
3139,1
3140,1
3141,2
3142,3
3143,5
3144,5
3145,6
3146,9
3147,2
3148,4
3149,6
3150,4
3151,2
3152,6
3153,9
3154,5
3155,3
3156,5
