onset_step,count
629,7
630,14
631,11
632,9
633,14
634,7
635,8
636,16
637,21
638,19
639,12
640,16
641,14
642,6
643,12
644,19
645,12
646,13
647,11
648,7
649,7
650,10
651,13
652,5
653,13
654,11
655,16
656,11
657,18
658,13
659,14
660,11
661,14
662,12
663,17
664,12
665,13
666,14
667,13
668,10
669,11
670,11
671,15
672,6
673,12
674,9
675,12
676,10
677,11
678,13
679,14
680,13
681,10
682,12
683,21
684,9
685,20
686,14
687,14
688,12
689,7
690,16
691,16
692,15
693,13
694,15
695,15
696,11
697,11
698,15
699,16
700,14
701,20
702,11
703,14
704,29
705,12
706,8
707,8
708,16
709,11
710,18
711,25
712,10
713,7
714,14
715,13
716,15
717,18
718,17
719,16
720,18
721,15
722,14
723,17
724,7
725,13
726,11
727,14
728,10
729,13
730,10
731,8
732,16
733,11
734,19
735,12
736,9
737,11
738,15
739,15
740,17
741,15
742,20
743,16
744,17
745,13
746,12
747,15
748,10
749,14
750,10
751,15
752,11
753,11
754,11
755,13
756,13
757,10
758,16
759,15
760,13
761,17
762,12
763,18
764,4
765,7
766,15
767,17
768,9
769,17
770,7
771,11
772,17
773,9
774,12
775,13
776,10
777,10
778,11
779,20
780,9
781,11
782,20
783,15
784,6
785,12
786,10
787,16
788,13
789,15
790,15
791,21
792,11
793,20
794,20
795,20
796,11
797,13
798,13
799,20
800,10
801,14
802,15
803,17
804,16
805,11
806,7
807,13
808,14
809,5
810,18
811,22
812,12
813,14
814,15
815,10
816,11
817,10
818,11
819,14
820,13
821,15
822,9
823,11
824,11
825,14
826,13
827,19
828,11
829,9
830,10
831,16
832,9
833,13
834,15
835,17
836,15
837,17
838,14
839,16
840,9
841,17
842,10
843,16
844,10
845,10
846,17
847,18
848,15
849,17
850,10
851,9
852,12
853,16
854,14
855,12
856,19
857,15
858,11
859,15
860,9
861,18
862,13
863,13
864,8
865,15
866,14
867,16
868,17
869,14
870,19
871,15
872,11
873,14
874,11
875,11
876,16
877,9
878,8
879,18
880,8
881,13
882,11
883,9
884,9
885,14
886,10
887,12
888,15
889,13
890,15
891,8
892,16
893,12
894,19
895,16
896,5
897,17
898,13
899,15
900,15
901,18
902,17
903,11
904,16
905,13
906,11
907,21
908,19
909,17
910,13
911,8
912,13
913,14
914,17
915,16
916,15
917,12
918,15
919,9
920,18
921,12
922,15
923,17
924,9
925,17
926,11
927,15
928,15
929,15
930,10
931,16
932,7
933,11
934,12
935,13
936,7
937,7
938,15
939,17
940,11
941,22
942,14
943,12
944,16
945,15
946,21
947,14
948,11
949,16
950,11
951,9
952,10
953,18
954,11
955,13
956,12
957,13
958,13
959,8
960,9
961,10
962,11
963,18
964,5
965,7
966,12
967,11
968,11
969,23
970,12
971,11
972,15
973,15
974,13
975,11
976,8
977,13
978,17
979,13
980,19
981,17
982,16
983,16
984,10
985,14
986,15
987,12
988,12
989,22
990,10
991,15
992,13
993,17
994,12
995,11
996,15
997,12
998,18
999,15
1000,12
1001,12
1002,18
1003,10
1004,13
1005,19
1006,8
1007,19
1008,14
1009,16
1010,12
1011,15
1012,11
1013,13
1014,10
1015,13
1016,18
1017,11
1018,9
1019,10
1020,15
1021,8
1022,14
1023,15
1024,10
1025,14
1026,10
1027,14
1028,19
1029,8
1030,12
1031,14
1032,16
1033,7
1034,13
1035,15
1036,17
1037,21
1038,12
1039,18
1040,24
1041,16
1042,20
1043,12
1044,15
1045,19
1046,13
1047,10
1048,12
1049,10
1050,9
1051,6
1052,13
1053,17
1054,16
1055,9
1056,14
1057,10
1058,19
1059,9
1060,14
1061,13
1062,17
1063,16
1064,14
1065,10
1066,13
1067,16
1068,11
1069,17
1070,12
1071,11
1072,18
1073,15
1074,8
1075,12
1076,13
1077,13
1078,16
1079,17
1080,9
1081,16
1082,16
1083,11
1084,12
1085,12
1086,15
1087,13
1088,9
1089,9
1090,10
1091,13
1092,8
1093,11
1094,15
1095,13
1096,18
1097,14
1098,9
1099,13
1100,8
1101,13
1102,16
1103,12
1104,10
1105,14
1106,13
1107,17
1108,11
1109,6
1110,19
1111,11
1112,8
1113,17
1114,17
1115,6
1116,9
1117,16
1118,10
1119,7
1120,10
1121,14
1122,13
1123,12
1124,10
1125,9
1126,7
1127,13
1128,13
1129,15
1130,10
1131,9
1132,14
1133,19
1134,8
1135,10
1136,15
1137,12
1138,8
1139,17
1140,13
1141,14
1142,14
1143,7
1144,14
1145,10
1146,13
1147,7
1148,11
1149,14
1150,8
1151,5
1152,9
1153,13
1154,14
1155,9
1156,10
1157,18
1158,10
1159,12
1160,10
1161,14
1162,5
1163,12
1164,14
1165,7
1166,13
1167,10
1168,11
1169,24
1170,16
1171,11
1172,8
1173,13
1174,13
1175,11
1176,10
1177,15
1178,8
1179,10
1180,13
1181,10
1182,16
1183,9
1184,10
1185,20
1186,8
1187,13
1188,10
1189,13
1190,15
1191,10
1192,11
1193,9
1194,8
1195,14
1196,10
1197,9
1198,10
1199,12
1200,19
1201,14
1202,11
1203,13
1204,11
1205,14
1206,12
1207,6
1208,20
1209,13
1210,6
1211,12
1212,13
1213,12
1214,12
1215,10
1216,11
1217,11
1218,9
1219,10
1220,11
1221,14
1222,13
1223,12
1224,15
1225,11
1226,8
1227,8
1228,10
1229,10
1230,13
1231,9
1232,10
1233,13
1234,11
1235,9
1236,9
1237,6
1238,13
1239,10
1240,8
1241,4
1242,8
1243,16
1244,14
1245,15
1246,13
1247,12
1248,13
1249,12
1250,11
1251,9
1252,11
1253,11
1254,9
1255,14
1256,11
1257,12
1258,5
1259,9
1260,9
1261,13
1262,10
1263,10
1264,8
1265,8
1266,7
1267,11
1268,9
1269,10
1270,10
1271,11
1272,11
1273,4
1274,11
1275,13
1276,8
1277,18
1278,4
1279,12
1280,13
1281,11
1282,11
1283,12
1284,10
1285,18
1286,10
1287,5
1288,12
1289,22
1290,7
1291,11
1292,10
1293,10
1294,11
1295,19
1296,16
1297,11
1298,7
1299,12
1300,12
1301,6
1302,15
1303,7
1304,8
1305,8
1306,9
1307,8
1308,9
1309,8
1310,13
1311,9
1312,14
1313,14
1314,9
1315,10
1316,10
1317,12
1318,14
1319,7
1320,14
1321,7
1322,7
1323,7
1324,11
1325,15
1326,9
1327,6
1328,10
1329,11
1330,11
1331,20
1332,17
1333,11
1334,11
1335,9
1336,14
1337,16
1338,13
1339,9
1340,11
1341,14
1342,11
1343,6
1344,11
1345,8
1346,6
1347,7
1348,13
1349,9
1350,9
1351,10
1352,10
1353,10
1354,8
1355,13
1356,10
1357,10
1358,10
1359,10
1360,11
1361,6
1362,12
1363,11
1364,10
1365,12
1366,17
1367,11
1368,14
1369,17
1370,10
1371,9
1372,11
1373,13
1374,6
1375,11
1376,8
1377,7
1378,10
1379,4
1380,6
1381,7
1382,8
1383,12
1384,10
1385,14
1386,19
1387,12
1388,9
1389,14
1390,13
1391,8
1392,11
1393,10
1394,8
1395,15
1396,6
1397,9
1398,7
1399,6
1400,6
1401,11
1402,10
1403,7
1404,8
1405,14
1406,8
1407,9
1408,15
1409,10
1410,7
1411,9
1412,12
1413,12
1414,7
1415,9
1416,13
1417,13
1418,9
1419,10
1420,16
1421,12
1422,9
1423,8
1424,4
1425,10
1426,11
1427,8
1428,9
1429,8
1430,10
1431,9
1432,12
1433,10
1434,6
1435,4
1436,9
1437,11
1438,11
1439,15
1440,11
1441,8
1442,20
1443,13
1444,9
1445,12
1446,16
1447,9
1448,10
1449,8
1450,18
1451,12
1452,13
1453,10
1454,12
1455,13
1456,11
1457,16
1458,13
1459,9
1460,10
1461,3
1462,6
1463,17
1464,9
1465,13
1466,14
1467,6
1468,10
1469,9
1470,11
1471,13
1472,11
1473,8
1474,4
1475,9
1476,11
1477,8
1478,8
1479,10
1480,10
1481,11
1482,10
1483,8
1484,12
1485,8
1486,8
1487,8
1488,15
1489,10
1490,10
1491,5
1492,10
1493,13
1494,7
1495,7
1496,15
1497,7
1498,11
1499,8
1500,12
1501,12
1502,14
1503,15
1504,7
1505,12
1506,20
1507,13
1508,16
1509,8
1510,8
1511,8
1512,8
1513,9
1514,11
1515,10
1516,11
1517,11
1518,5
1519,10
1520,7
1521,6
1522,11
1523,7
1524,9
1525,12
1526,12
1527,16
1528,8
1529,9
1530,10
1531,14
1532,6
1533,12
1534,12
1535,5
1536,7
1537,7
1538,7
1539,7
1540,11
1541,7
1542,10
1543,9
1544,11
1545,11
1546,7
1547,11
1548,12
1549,8
1550,11
1551,11
1552,13
1553,9
1554,10
1555,9
1556,5
1557,7
1558,11
1559,8
1560,12
1561,12
1562,14
1563,6
1564,13
1565,10
1566,6
1567,11
1568,10
1569,8
1570,10
1571,8
1572,13
1573,11
1574,10
1575,13
1576,16
1577,11
1578,8
1579,14
1580,11
1581,15
1582,15
1583,8
1584,10
1585,13
1586,6
1587,11
1588,11
1589,8
1590,13
1591,5
1592,4
1593,10
1594,18
1595,10
1596,9
1597,9
1598,12
1599,15
1600,13
1601,10
1602,17
1603,7
1604,17
1605,9
1606,9
1607,10
1608,7
1609,9
1610,11
1611,16
1612,7
1613,5
1614,10
1615,12
1616,7
1617,14
1618,7
1619,5
1620,14
1621,9
1622,6
1623,10
1624,12
1625,7
1626,10
1627,3
1628,10
1629,14
1630,9
1631,11
1632,9
1633,13
1634,8
1635,8
1636,8
1637,5
1638,9
1639,9
1640,9
1641,14
1642,11
1643,12
1644,9
1645,13
1646,9
1647,15
1648,8
1649,10
1650,6
1651,8
1652,11
1653,7
1654,9
1655,9
1656,6
1657,6
1658,9
1659,11
1660,4
1661,6
1662,13
1663,12
1664,9
1665,7
1666,10
1667,10
1668,7
1669,7
1670,10
1671,7
1672,13
1673,12
1674,5
1675,13
1676,11
1677,12
1678,4
1679,9
1680,9
1681,15
1682,10
1683,7
1684,8
1685,6
1686,9
1687,9
1688,6
1689,14
1690,8
1691,7
1692,6
1693,9
1694,12
1695,14
1696,5
1697,4
1698,9
1699,8
1700,11
1701,10
1702,8
1703,7
1704,9
1705,10
1706,8
1707,5
1708,7
1709,12
1710,7
1711,13
1712,7
1713,8
1714,14
1715,11
1716,9
1717,13
1718,11
1719,10
1720,4
1721,8
1722,8
1723,11
1724,8
1725,10
1726,6
1727,8
1728,10
1729,9
1730,14
1731,7
1732,7
1733,7
1734,5
1735,2
1736,10
1737,5
1738,7
1739,10
1740,2
1741,13
1742,8
1743,10
1744,14
1745,8
1746,15
1747,3
1748,10
1749,9
1750,5
1751,9
1752,9
1753,11
1754,8
1755,5
1756,7
1757,10
1758,7
1759,6
1760,11
1761,9
1762,13
1763,14
1764,11
1765,11
1766,9
1767,8
1768,11
1769,9
1770,6
1771,13
1772,9
1773,7
1774,8
1775,12
1776,5
1777,6
1778,8
1779,6
1780,12
1781,9
1782,11
1783,11
1784,10
1785,5
1786,6
1787,4
1788,6
1789,9
1790,9
1791,6
1792,5
1793,9
1794,11
1795,12
1796,5
1797,8
1798,14
1799,9
1800,12
1801,7
1802,9
1803,13
1804,7
1805,14
1806,9
1807,5
1808,6
1809,8
1810,8
1811,10
1812,11
1813,8
1814,6
1815,8
1816,7
1817,12
1818,9
1819,14
1820,8
1821,9
1822,7
1823,9
1824,10
1825,7
1826,6
1827,6
1828,9
1829,8
1830,7
1831,9
1832,10
1833,14
1834,9
1835,9
1836,9
1837,12
1838,12
1839,6
1840,8
1841,12
1842,13
1843,10
1844,5
1845,8
1846,7
1847,5
1848,9
1849,12
1850,6
1851,10
1852,8
1853,10
1854,9
1855,8
1856,3
1857,8
1858,12
1859,9
1860,7
1861,3
1862,13
1863,9
1864,11
1865,11
1866,8
1867,8
1868,11
1869,11
1870,12
1871,7
1872,10
1873,11
1874,5
1875,14
1876,9
1877,7
1878,8
1879,14
1880,11
1881,12
1882,8
1883,9
1884,4
1885,9
1886,12
1887,10
1888,8
1889,6
1890,10
1891,8
1892,7
1893,7
1894,6
1895,9
1896,9
1897,9
1898,5
1899,6
1900,6
1901,9
1902,9
1903,9
1904,7
1905,6
1906,9
1907,9
1908,7
1909,12
1910,4
1911,8
1912,10
1913,3
1914,13
1915,4
1916,11
1917,9
1918,8
1919,8
1920,8
1921,9
1922,6
1923,4
1924,6
1925,14
1926,9
1927,8
1928,5
1929,6
1930,1
1931,11
1932,9
1933,12
1934,8
1935,12
1936,6
1937,5
1938,7
1939,9
1940,6
1941,11
1942,7
1943,10
1944,12
1945,10
1946,7
1947,12
1948,8
1949,12
1950,11
1951,13
1952,8
1953,8
1954,13
1955,6
1956,5
1957,7
1958,8
1959,10
1960,5
1961,8
1962,3
1963,8
1964,8
1965,9
1966,13
1967,10
1968,10
1969,7
1970,12
1971,7
1972,10
1973,7
1974,4
1975,5
1976,10
1977,6
1978,12
1979,10
1980,2
1981,7
1982,9
1983,9
1984,5
1985,11
1986,9
1987,8
1988,11
1989,5
1990,8
1991,6
1992,8
1993,5
1994,8
1995,10
1996,7
1997,1
1998,10
1999,6
2000,14
2001,8
2002,5
2003,10
2004,9
2005,5
2006,9
2007,6
2008,8
2009,15
2010,5
2011,10
2012,8
2013,9
2014,8
2015,9
2016,6
2017,7
2018,11
2019,15
2020,4
2021,5
2022,7
2023,6
2024,9
2025,14
2026,9
2027,7
2028,8
2029,8
2030,7
2031,6
2032,6
2033,9
2034,8
2035,10
2036,13
2037,8
2038,7
2039,8
2040,5
2041,8
2042,9
2043,10
2044,11
2045,11
2046,11
2047,9
2048,10
2049,10
2050,11
2051,11
2052,8
2053,6
2054,5
2055,5
2056,6
2057,13
2058,8
2059,6
2060,6
2061,7
2062,3
2063,7
2064,6
2065,7
2066,6
2067,14
2068,14
2069,7
2070,7
2071,7
2072,11
2073,15
2074,7
2075,15
2076,7
2077,3
2078,8
2079,11
2080,7
2081,6
2082,8
2083,8
2084,11
2085,4
2086,8
2087,5
2088,5
2089,8
2090,3
2091,6
2092,8
2093,8
2094,6
2095,7
2096,6
2097,5
2098,6
2099,10
2100,7
2101,11
2102,10
2103,10
2104,4
2105,7
2106,5
2107,8
2108,8
2109,10
2110,10
2111,10
2112,6
2113,11
2114,8
2115,7
2116,8
2117,12
2118,5
2119,9
2120,8
2121,9
2122,5
2123,8
2124,11
2125,7
2126,8
2127,8
2128,10
2129,4
2130,5
2131,9
2132,8
2133,4
2134,7
2135,9
2136,4
2137,5
2138,2
2139,7
2140,4
2141,4
2142,5
2143,9
2144,11
2145,5
2146,7
2147,9
2148,8
2149,5
2150,6
2151,6
2152,9
2153,7
2154,8
2155,4
2156,9
2157,4
2158,5
2159,7
2160,7
2161,6
2162,11
2163,5
2164,11
2165,10
2166,8
2167,13
2168,11
2169,4
2170,7
2171,12
2172,7
2173,6
2174,5
2175,9
2176,8
2177,7
2178,6
2179,5
2180,6
2181,6
2182,7
2183,1
2184,8
2185,1
2186,4
2187,8
2188,6
2189,8
2190,5
2191,14
2192,11
2193,3
2194,7
2195,7
2196,9
2197,8
2198,8
2199,6
2200,3
2201,7
2202,7
2203,6
2204,14
2205,5
2206,11
2207,8
2208,7
2209,8
2210,6
2211,6
2212,7
2213,11
2214,8
2215,12
2216,11
2217,11
2218,6
2219,9
2220,6
2221,4
2222,5
2223,5
2224,4
2225,3
2226,5
2227,9
2228,6
2229,4
2230,7
2231,8
2232,7
2233,9
2234,8
2235,12
2236,5
2237,10
2238,7
2239,12
2240,5
2241,8
2242,7
2243,11
2244,5
2245,8
2246,9
2247,6
2248,7
2249,6
2250,1
2251,5
2252,11
2253,10
2254,4
2255,4
2256,12
2257,10
2258,5
2259,7
2260,3
2261,7
2262,8
2263,5
2264,6
2265,6
2266,5
2267,7
2268,8
2269,8
2270,7
2271,7
2272,5
2273,9
2274,10
2275,9
2276,8
2277,3
2278,15
2279,8
2280,6
2281,4
2282,9
2283,7
2284,6
2285,7
2286,5
2287,8
2288,4
2289,5
2290,6
2291,6
2292,6
2293,7
2294,8
2295,10
2296,9
2297,8
2298,7
2299,5
2300,10
2301,5
2302,5
2303,5
2304,7
2305,3
2306,5
2307,8
2308,4
2309,7
2310,8
2311,9
2312,7
2313,3
2314,6
2315,6
2316,5
2317,6
2318,11
2319,3
2320,9
2321,7
2322,5
2323,7
2324,7
2325,4
2326,5
2327,3
2328,7
2329,10
2330,12
2331,12
2332,8
2333,8
2334,9
2335,6
2336,3
2337,7
2338,6
2339,10
2340,8
2341,10
2342,6
2343,9
2344,6
2345,5
2346,9
2347,11
2348,5
2349,3
2350,8
2351,9
2352,8
2353,8
2354,9
2355,8
2356,10
2357,7
2358,1
2359,6
2360,12
2361,8
2362,9
2363,3
2364,9
2365,7
2366,7
2367,5
2368,9
2369,5
2370,4
2371,5
2372,4
2373,11
2374,6
2375,5
2376,7
2377,4
2378,8
2379,7
2380,11
2381,8
2382,6
2383,12
2384,2
2385,12
2386,3
2387,7
2388,3
2389,8
2390,4
2391,6
2392,12
2393,11
2394,8
2395,8
2396,10
2397,13
2398,4
2399,9
2400,7
2401,10
2402,11
2403,7
2404,6
2405,5
2406,9
2407,5
2408,4
2409,6
2410,7
2411,7
2412,7
2413,10
2414,5
2415,5
2416,10
2417,10
2418,10
2419,5
2420,5
2421,10
2422,8
2423,7
2424,9
2425,8
2426,6
2427,7
2428,6
2429,7
2430,7
2431,14
2432,10
2433,11
2434,4
2435,6
2436,8
2437,10
2438,8
2439,6
2440,7
2441,6
2442,5
2443,4
2445,6
2446,6
2447,9
2448,6
2449,8
2450,6
2451,7
2452,8
2453,5
2454,6
2455,5
2456,12
2457,6
2458,6
2459,3
2460,9
2461,5
2462,9
2463,7
2464,9
2465,5
2466,5
2467,5
2468,6
2469,6
2470,2
2471,11
2472,4
2473,7
2474,9
2475,3
2476,1
2477,6
2478,8
2479,6
2480,6
2481,6
2482,3
2483,3
2484,5
2485,4
2486,5
2487,6
2488,4
2489,2
2490,5
2491,8
2492,6
2493,8
2494,3
2495,6
2496,6
2497,2
2498,6
2499,3
2500,11
2501,6
2502,4
2503,9
2504,4
2505,6
2506,7
2507,4
2508,7
2509,3
2510,6
2511,7
2512,5
2513,6
2514,6
2515,6
2516,5
2517,6
2518,4
2519,8
2520,11
2521,7
2522,6
2523,1
2524,10
2525,6
2526,4
2527,4
2528,6
2529,6
2530,8
2531,7
2532,9
2533,8
2534,8
2535,2
2536,4
2537,2
2538,5
2539,8
2540,9
2541,6
2542,4
2543,8
2544,6
2545,4
2546,6
2547,6
2548,6
2549,3
2550,3
2551,8
2552,5
2553,4
2554,5
2555,5
2556,6
2557,4
2558,5
2559,8
2560,5
2561,7
2562,10
2563,5
2564,9
2565,5
2567,3
2568,7
2569,6
2570,5
2571,6
2572,6
2573,6
2574,5
2575,7
2576,4
2577,4
2578,5
2579,7
2580,6
2581,3
2582,2
2583,11
2584,11
2585,4
2586,4
2587,2
2588,10
2589,7
2590,8
2591,4
2592,6
2593,6
2594,3
2595,4
2596,5
2597,7
2598,8
2599,5
2600,8
2601,6
2602,3
2603,8
2604,3
2605,8
2606,4
2607,9
2608,12
2609,4
2610,6
2611,11
2612,4
2613,4
2614,5
2615,6
2616,9
2617,9
2618,5
2619,5
2620,8
2621,10
2622,6
2623,5
2624,10
2625,6
2626,5
2627,5
2628,6
2629,5
2630,5
2631,8
2632,7
2633,7
2634,8
2635,7
2636,12
2637,5
2638,7
2639,5
2640,7
2641,5
2642,7
2643,4
2644,5
2645,3
2646,2
2647,6
2648,5
2649,9
2650,4
2651,13
2652,8
2653,5
2654,2
2655,7
2656,6
2657,6
2658,9
2659,3
2660,3
2661,6
2662,7
2663,10
2664,8
2665,5
2666,6
2667,11
2668,5
2669,5
2670,3
2671,8
2672,3
2673,3
2674,10
2675,5
2676,11
2677,8
2678,6
2679,8
2680,11
2681,6
2682,3
2683,8
2684,7
2685,4
2686,6
2687,8
2688,5
2689,10
2690,8
2691,9
2692,7
2693,4
2694,6
2695,3
2696,3
2697,8
2698,6
2699,5
2700,5
2701,10
2702,7
2703,4
2704,10
2705,5
2706,8
2707,7
2708,10
2709,7
2710,9
2711,9
2712,4
2713,5
2715,5
2716,9
2717,13
2718,9
2719,5
2720,5
2721,4
2722,5
2723,7
2724,6
2725,4
2726,9
2727,4
2728,9
2729,9
2730,4
2731,5
2732,2
2733,12
2734,5
2735,5
2736,5
2737,10
2738,6
2739,6
2740,8
2741,10
2742,3
2743,9
2744,4
2745,5
2746,9
2747,4
2748,5
2749,7
2750,7
2751,7
2752,8
2753,3
2754,3
2755,4
2756,4
2757,7
2758,4
2759,5
2760,7
2761,11
2762,3
2763,8
2764,7
2765,6
2766,9
2767,5
2768,5
2769,5
2770,8
2771,1
2772,4
2773,9
2774,5
2775,3
2776,7
2777,6
2778,14
2779,10
2780,4
2781,3
2782,7
2783,5
2784,11
2785,10
2786,7
2787,6
2788,13
2789,7
2790,4
2791,7
2792,5
2793,4
2794,8
2795,9
2796,8
2797,5
2798,7
2799,5
2800,4
2801,8
2802,6
2803,6
2804,5
2805,2
2806,2
2807,5
2808,10
2809,7
2810,5
2811,6
2812,12
2813,5
2814,4
2815,4
2816,7
2817,7
2818,5
2819,3
2820,6
2821,6
2823,4
2824,8
2825,6
2826,4
2827,10
2828,3
2829,13
2830,1
2831,7
2832,6
2833,1
2834,5
2835,6
2836,8
2837,4
2838,8
2839,6
2840,2
2841,4
2842,4
2843,6
2844,8
2845,5
2846,3
2847,10
2848,5
2849,8
2850,6
2851,5
2852,7
2853,3
2854,6
2855,5
2856,8
2857,4
2858,7
2859,6
2860,4
2861,5
2862,7
2863,4
2864,4
2865,7
2866,3
2867,9
2868,8
2869,4
2870,6
2871,7
2872,1
2873,9
2874,5
2875,3
2876,6
2877,6
2878,4
2879,2
2880,6
2881,6
2882,4
2883,3
2884,8
2885,4
2886,8
2887,5
2888,6
2889,7
2890,4
2891,7
2892,11
2893,2
2894,3
2895,5
2896,6
2897,8
2898,3
2899,10
2900,4
2901,3
2902,3
2903,4
2904,5
2905,4
2906,7
2907,2
2908,5
2909,3
2910,5
2911,6
2912,6
2913,8
2914,6
2915,5
2916,4
2917,6
2918,7
2919,6
2920,6
2921,4
2922,7
2923,4
2924,2
2925,9
2926,8
2927,3
2928,3
2929,4
2930,3
2931,7
2932,3
2933,11
2934,9
2935,9
2936,9
2937,5
2938,3
2939,9
2940,5
2941,5
2942,8
2943,4
2944,4
2945,7
2946,4
2947,5
2948,2
2949,9
2950,6
2951,5
2952,9
2953,5
2954,4
2955,6
2956,7
2957,4
2958,4
2959,4
2960,8
2961,7
2962,7
2963,6
2964,10
2965,3
2966,7
2967,6
2968,6
2969,5
2970,5
2971,7
2972,6
2973,3
2974,4
2975,6
2976,9
2977,8
2978,3
2979,3
2980,8
2981,6
2982,6
2983,6
2984,3
2985,8
2986,6
2987,1
2988,8
2989,7
2990,8
2991,7
2992,4
2993,6
2994,8
2995,4
2996,3
2997,7
2998,3
2999,7
3000,5
3001,5
3002,6
3003,8
3004,6
3005,8
3006,5
3007,5
3008,2
3009,7
3010,10
3011,5
3012,3
3013,5
3014,8
3015,7
3016,6
3017,4
3018,2
3019,9
3020,8
3021,8
3022,6
3023,8
3024,6
3025,6
3026,3
3027,10
3028,6
3029,3
3030,10
3031,4
3032,3
3033,3
3034,7
3035,5
3036,5
3037,5
3038,2
3039,5
3040,5
3041,4
3042,3
3043,3
3044,3
3045,7
3046,7
3047,6
3048,7
3049,3
3050,6
3051,4
3052,4
3053,5
3054,6
3055,5
3056,2
3057,4
3058,6
3059,2
3060,2
3061,5
3062,5
3063,6
3064,7
3065,4
3066,10
3067,3
3068,8
3069,3
3070,5
3071,7
3072,2
3073,6
3074,5
3075,2
3076,8
3077,5
3078,9
3079,5
3080,2
3081,1
3082,3
3083,9
3084,6
3085,6
3086,6
3087,5
3088,5
3089,1
3090,7
3091,7
3092,7
3093,4
3094,6
3095,8
3096,1
3097,5
3098,7
3099,9
3100,6
3101,6
3102,6
3103,2
3104,6
3105,7
3106,6
3107,6
3108,9
3109,2
3110,6
3111,3
3112,10
3113,9
3114,7
3115,2
3116,6
3117,3
3118,7
3119,6
3120,3
3121,6
3122,5
3123,6
3124,8
3125,5
3126,4
3127,7
3128,8
3129,6
3130,3
3131,3
3132,10
3133,2
