index,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
1384,HIGHWAY,6705,7016,104,-2,2,997,33,43,1
1385,HIGHWAY,1672,1983,104,2,-2,362,26,28,1
1386,HIGHWAY,5470,5723,104,-2,2,825,42,30,1
1387,HIGHWAY,2688,2999,104,-2,-2,543,32,26,1
1388,HIGHWAY,1647,1860,104,2,2,409,29,23,1
1389,HIGHWAY,3571,3780,104,2,2,670,35,35,1
1390,HIGHWAY,14670,14886,104,-2,-2,1891,73,39,1
1391,HIGHWAY,3720,4031,104,2,2,667,30,41,1
1392,HIGHWAY,384,604,104,2,-2,150,16,17,1
1393,HIGHWAY,318,629,104,2,-2,163,18,17,1
1394,HIGHWAY,2090,2402,104,-2,2,473,30,32,1
1395,HIGHWAY,521,741,104,-2,-2,190,20,18,1
1396,HIGHWAY,2508,2716,104,2,-2,522,25,32,1
1397,HIGHWAY,2462,2686,104,-2,2,497,34,23,1
1398,HIGHWAY,4485,4714,104,2,2,719,35,39,1
1399,HIGHWAY,3389,3700,104,2,2,558,25,34,1
1400,HIGHWAY,1726,1942,104,-2,-2,423,28,31,1
1401,HIGHWAY,513,733,104,-2,-2,188,20,18,1
1402,HIGHWAY,3204,3420,104,-2,-2,583,36,25,1
1403,HIGHWAY,513,733,104,-2,-2,188,20,18,1
1404,HIGHWAY,4247,4474,104,-2,2,660,30,32,1
1405,HIGHWAY,10288,10599,104,2,-2,1416,35,63,1
1406,HIGHWAY,14067,14278,104,2,2,1998,52,70,1
1407,HIGHWAY,1073,1386,104,2,-2,276,23,24,1
1408,HIGHWAY,6031,6342,104,2,2,900,39,43,1
1409,HIGHWAY,270,581,104,2,-2,158,18,16,1
1410,HIGHWAY,918,1229,104,2,-2,299,24,25,1
1411,HIGHWAY,862,1173,104,-2,2,264,19,25,1
1412,HIGHWAY,2741,2974,104,2,-2,495,31,30,1
1413,HIGHWAY,549,860,104,2,2,231,20,19,1
1414,HIGHWAY,289,600,104,-2,-2,160,18,19,1
1415,HIGHWAY,758,1069,104,-2,2,247,19,24,1
1416,HIGHWAY,739,1050,104,-2,2,240,21,22,1
1417,HIGHWAY,746,1057,104,-2,2,240,18,24,1
1418,HIGHWAY,313,536,104,2,2,142,16,17,1
1419,HIGHWAY,910,1221,104,-2,2,273,19,25,1
1420,HIGHWAY,841,1049,104,-2,-2,240,21,21,1
1421,HIGHWAY,51486,51702,104,2,2,4045,79,85,1
1422,HIGHWAY,277,485,104,-2,-2,131,15,17,1
1423,HIGHWAY,880,1193,104,2,2,267,26,23,1
1424,HIGHWAY,582,813,104,-2,2,227,18,19,1
1425,HIGHWAY,2680,2991,104,-2,2,487,31,27,1
1426,HIGHWAY,1351,1653,104,-2,2,345,23,25,1
1427,HIGHWAY,370,588,104,-2,2,145,16,16,1
1428,HIGHWAY,354,562,104,-2,2,150,16,16,1
1429,HIGHWAY,14452,14681,104,2,-2,1806,57,56,1
1430,HIGHWAY,1556,1772,104,2,2,377,27,26,1
1431,HIGHWAY,431,639,104,2,2,173,18,16,1
1432,HIGHWAY,197,426,104,-2,-2,121,13,16,1
1433,HIGHWAY,2426,2642,104,2,2,521,29,34,1
1434,HIGHWAY,298,506,104,-2,2,136,16,15,1
1435,HIGHWAY,370,588,104,-2,2,145,16,16,1
1436,HIGHWAY,1099,1410,104,2,2,312,24,26,1
1437,HIGHWAY,1245,1465,104,-2,-2,274,21,24,1
1438,HIGHWAY,1521,1832,104,2,-2,369,23,30,1
1439,HIGHWAY,2735,2954,104,-2,-2,538,31,28,1
1440,HIGHWAY,1864,2078,104,2,-2,385,28,25,1
1441,HIGHWAY,11392,11705,104,-2,-2,1630,66,49,1
1442,HIGHWAY,182,404,104,2,-2,110,15,13,1
1443,HIGHWAY,1923,2145,104,-2,-2,414,23,25,1
1444,HIGHWAY,1000,1216,104,-2,-2,312,27,23,1
1445,HIGHWAY,6032,6343,104,2,-2,943,39,36,1
1446,HIGHWAY,1858,2072,104,-2,2,385,28,25,1
1447,HIGHWAY,14026,14243,104,-2,2,1796,62,49,1
1448,HIGHWAY,9762,9978,104,2,2,1440,55,47,1
1449,HIGHWAY,11501,11716,104,-2,-2,1410,45,53,1
1450,HIGHWAY,1381,1597,104,-2,2,345,31,24,1
1451,HIGHWAY,354,562,104,-2,2,152,16,16,1
1452,HIGHWAY,12256,12554,104,-2,2,1704,61,47,1
1453,HIGHWAY,2910,3221,104,2,2,651,30,42,1
1454,HIGHWAY,1446,1678,104,2,-2,353,19,27,1
1455,HIGHWAY,758,1069,104,-2,2,255,22,22,1
1456,HIGHWAY,1126,1439,104,2,2,326,25,26,1
1457,HIGHWAY,7686,7993,104,-2,2,1147,38,45,1
1458,HIGHWAY,250,561,104,2,-2,144,19,17,1
1459,HIGHWAY,2017,2328,104,-2,-2,482,27,29,1
1460,HIGHWAY,327,556,104,2,2,155,17,16,1
1461,HIGHWAY,1515,1747,104,-2,-2,363,29,20,1
1462,HIGHWAY,1532,1843,104,-2,-2,349,25,26,1
1463,HIGHWAY,327,540,104,2,2,157,16,16,1
1464,HIGHWAY,11684,11910,104,-2,2,1521,48,54,1
1465,HIGHWAY,1032,1266,104,2,-2,256,23,21,1
1466,HIGHWAY,2128,2439,104,-2,-2,488,28,34,1
1467,HIGHWAY,501,721,104,2,2,180,18,19,1
1468,HIGHWAY,1983,2294,104,2,-2,455,30,29,1
1469,HIGHWAY,1754,2065,104,-2,2,434,30,26,1
1470,HIGHWAY,20765,21076,104,2,-2,2184,55,61,1
1471,HIGHWAY,6521,6832,104,-2,-2,1102,38,45,1
1472,HIGHWAY,1351,1662,104,2,-2,357,26,27,1
1473,HIGHWAY,270,581,104,2,-2,158,18,16,1
1474,HIGHWAY,425,736,104,-2,-2,184,18,18,1
1475,HIGHWAY,2857,3169,104,-2,-2,558,28,30,1
1476,HIGHWAY,446,757,104,-2,2,190,20,18,1
1477,HIGHWAY,549,860,104,2,2,231,20,19,1
1478,HIGHWAY,2378,2689,104,2,2,473,31,30,1
1479,HIGHWAY,694,910,104,-2,-2,216,24,20,1
1480,HIGHWAY,1310,1525,104,2,-2,311,23,23,1
1481,HIGHWAY,894,1205,104,-2,2,270,19,25,1
1482,HIGHWAY,805,1037,104,-2,-2,253,21,20,1
1483,HIGHWAY,894,1205,104,-2,2,270,19,25,1
1484,HIGHWAY,14313,14626,104,-2,2,1389,44,53,1
1485,HIGHWAY,553,864,104,2,2,233,20,19,1
1486,HIGHWAY,301,524,104,2,2,143,16,17,1
1487,HIGHWAY,7162,7412,104,-2,2,904,43,31,1
1488,HIGHWAY,2084,2300,104,2,2,453,34,25,1
1489,HIGHWAY,779,995,104,2,-2,228,23,21,1
1490,HIGHWAY,2317,2533,104,-2,2,419,33,24,1
1491,HIGHWAY,10879,11087,104,-2,-2,1434,54,56,1
1492,HIGHWAY,254,565,104,2,-2,155,18,16,1
1493,HIGHWAY,1824,2050,104,-2,2,444,27,31,1
1494,HIGHWAY,398,709,104,-2,2,185,19,19,1
1495,HIGHWAY,11197,11508,104,2,2,1551,56,37,1
1496,HIGHWAY,209,438,104,-2,-2,124,13,16,1
1497,HIGHWAY,13210,13499,104,2,-2,1715,48,52,1
1498,HIGHWAY,310,518,104,-2,2,137,16,15,1
1499,HIGHWAY,1867,2083,104,2,-2,373,31,24,1
1500,HIGHWAY,3235,3546,104,-2,2,586,33,33,1
1501,HIGHWAY,1845,2073,104,2,2,428,26,24,1
1502,HIGHWAY,3061,3354,104,2,2,552,31,30,1
1503,HIGHWAY,5759,6070,104,2,-2,890,43,33,1
1504,HIGHWAY,648,961,104,-2,-2,238,22,20,1
1505,HIGHWAY,595,827,104,2,2,221,19,18,1
1506,HIGHWAY,5931,6242,104,-2,-2,1007,44,36,1
1507,HIGHWAY,929,1240,104,-2,2,272,24,23,1
1508,HIGHWAY,5380,5596,104,-2,-2,931,30,52,1
1509,HIGHWAY,7982,8198,104,-2,-2,1147,41,41,1
1510,HIGHWAY,4602,4819,104,2,-2,814,39,31,1
1511,HIGHWAY,15638,15854,104,2,2,1749,55,45,1
1512,HIGHWAY,12041,12256,104,-2,2,1643,68,46,1
1513,HIGHWAY,10976,11287,104,-2,-2,1618,52,51,1
1514,HIGHWAY,13259,13475,104,-2,2,1564,55,47,1
1515,HIGHWAY,9315,9608,104,2,2,1217,42,49,1
1516,HIGHWAY,1647,1860,104,2,2,409,29,23,1
1517,HIGHWAY,639,950,104,2,2,216,20,23,1
1518,HIGHWAY,3607,3823,104,-2,2,690,36,36,1
1519,HIGHWAY,4256,4567,104,-2,2,615,31,32,1
1520,HIGHWAY,6474,6690,104,2,2,1080,38,47,1
1521,HIGHWAY,318,629,104,2,-2,163,18,17,1
1522,HIGHWAY,750,1062,104,-2,2,256,23,24,1
1523,HIGHWAY,3101,3314,104,2,-2,571,34,27,1
1524,HIGHWAY,6963,7177,104,-2,-2,1052,47,34,1
1525,HIGHWAY,1416,1728,104,2,-2,367,30,24,1
1526,HIGHWAY,10617,10928,104,2,2,1399,44,55,1
1527,HIGHWAY,707,1019,104,-2,-2,237,24,21,1
1528,HIGHWAY,1091,1306,104,-2,-2,279,24,23,1
1529,HIGHWAY,481,701,104,-2,-2,179,20,18,1
1530,HIGHWAY,9466,9777,104,-2,-2,1379,53,44,1
1531,HIGHWAY,481,701,104,-2,-2,179,20,18,1
1532,HIGHWAY,1709,1938,104,2,2,424,29,24,1
1533,HIGHWAY,2670,2886,104,-2,-2,535,33,29,1
1534,HIGHWAY,3261,3568,104,2,2,643,34,37,1
1535,HIGHWAY,2911,3119,104,2,2,607,37,25,1
1536,HIGHWAY,9979,10208,104,2,2,1423,52,45,1
1537,HIGHWAY,9384,9677,104,2,-2,1283,43,44,1
1538,HIGHWAY,1208,1522,104,-2,2,314,23,26,1
1539,HIGHWAY,278,494,104,2,2,121,14,16,1
1540,HIGHWAY,673,984,104,2,2,244,22,19,1
1541,HIGHWAY,8437,8652,104,2,2,1067,51,36,1
1542,HIGHWAY,353,561,104,2,2,157,16,16,1
1543,HIGHWAY,2978,3198,104,2,-2,591,27,37,1
1544,HIGHWAY,483,794,104,2,-2,199,20,20,1
1545,HIGHWAY,397,617,104,-2,-2,151,16,16,1
1546,HIGHWAY,271,582,104,2,2,159,16,18,1
1547,HIGHWAY,836,1079,104,-2,-2,255,24,22,1
1548,HIGHWAY,4462,4755,104,2,-2,779,32,36,1
1549,HIGHWAY,406,626,104,-2,2,154,17,16,1
1550,HIGHWAY,1643,1903,104,-2,-2,404,30,24,1
1551,HIGHWAY,832,1075,104,-2,-2,255,24,22,1
1552,HIGHWAY,2780,3000,104,2,-2,537,27,31,1
1553,HIGHWAY,11389,11700,104,-2,-2,1541,49,47,1
1554,HIGHWAY,2656,2864,104,-2,2,549,25,35,1
1555,HIGHWAY,9984,10213,104,2,-2,1423,45,52,1
1556,HIGHWAY,688,1001,104,2,2,240,22,20,1
1557,HIGHWAY,2492,2700,104,-2,2,524,25,33,1
1558,HIGHWAY,5065,5281,104,2,-2,767,33,44,1
1559,HIGHWAY,1624,1840,104,2,2,330,26,25,1
1560,HIGHWAY,472,691,104,-2,2,160,18,15,1
1561,HIGHWAY,3152,3464,104,2,-2,651,29,37,1
1562,HIGHWAY,1277,1590,104,-2,2,309,27,24,1
1563,HIGHWAY,4814,5022,104,-2,-2,720,32,42,1
1564,HIGHWAY,937,1248,104,-2,-2,278,19,25,1
1565,HIGHWAY,4782,4998,104,2,2,673,35,32,1
1566,HIGHWAY,311,622,104,2,2,162,17,18,1
1567,HIGHWAY,703,1014,104,2,-2,236,22,20,1
1568,HIGHWAY,9980,10209,104,-2,2,1423,45,52,1
1569,HIGHWAY,511,727,104,-2,2,161,18,18,1
1570,HIGHWAY,19378,19591,104,-2,2,2054,54,57,1
1571,HIGHWAY,545,759,104,2,-2,193,20,18,1
1572,HIGHWAY,2781,3001,104,2,2,537,31,27,1
1573,HIGHWAY,410,618,104,2,-2,156,16,16,1
1574,HIGHWAY,2647,2855,104,-2,-2,549,35,25,1
1575,HIGHWAY,4473,4784,104,-2,-2,909,41,45,1
1576,HIGHWAY,9385,9678,104,2,2,1283,44,43,1
1577,HIGHWAY,375,686,104,2,2,170,19,19,1
1578,HIGHWAY,267,578,104,2,2,157,16,18,1
1579,HIGHWAY,688,999,104,-2,2,244,20,24,1
1580,HIGHWAY,11390,11701,104,2,-2,1541,47,49,1
1581,HIGHWAY,962,1273,104,2,2,264,22,24,1
1582,HIGHWAY,6771,7082,104,-2,-2,1176,44,49,1
1583,HIGHWAY,3029,3253,104,2,2,638,28,34,1
1584,HIGHWAY,4109,4420,104,2,2,720,27,43,1
1585,HIGHWAY,13928,14239,104,-2,2,1635,45,56,1
1586,HIGHWAY,901,1212,104,-2,2,281,23,24,1
1587,HIGHWAY,1297,1608,104,2,2,346,30,20,1
1588,HIGHWAY,5894,6107,104,-2,-2,996,39,44,1
1589,HIGHWAY,5473,5689,104,-2,2,869,37,36,1
1590,HIGHWAY,3830,4050,104,-2,2,648,25,41,1
1591,HIGHWAY,1435,1651,104,-2,-2,361,26,21,1
1592,HIGHWAY,273,584,104,-2,-2,156,16,18,1
1593,HIGHWAY,998,1309,104,2,-2,286,25,20,1
1594,HIGHWAY,267,578,104,2,2,157,16,18,1
1595,HIGHWAY,375,686,104,2,2,175,20,18,1
1596,HIGHWAY,313,624,104,-2,-2,160,17,18,1
1597,HIGHWAY,1952,2172,104,2,-2,408,29,26,1
1598,HIGHWAY,3611,3922,104,2,2,669,36,30,1
1599,HIGHWAY,9523,9834,104,2,2,1325,43,51,1
1600,HIGHWAY,11386,11697,104,-2,2,1541,47,49,1
1601,HIGHWAY,1376,1687,104,2,-2,349,24,27,1
1602,HIGHWAY,2489,2697,104,2,2,524,33,25,1
1603,HIGHWAY,1500,1715,104,2,-2,352,27,23,1
1604,HIGHWAY,262,573,104,2,-2,154,18,16,1
1605,HIGHWAY,5148,5373,104,-2,2,863,31,42,1
1606,HIGHWAY,6660,6876,104,-2,2,1002,43,41,1
1607,HIGHWAY,4176,4392,104,2,2,742,33,39,1
1608,HIGHWAY,199,423,104,-2,-2,104,12,14,1
1609,HIGHWAY,2764,3057,104,2,-2,534,32,35,1
1610,HIGHWAY,625,936,104,-2,2,224,23,20,1
1611,HIGHWAY,645,957,104,-2,-2,230,20,20,1
1612,HIGHWAY,418,729,104,-2,2,190,18,20,1
1613,HIGHWAY,3422,3658,104,-2,2,663,32,33,1
1614,HIGHWAY,3157,3409,104,2,2,514,33,29,1
1615,HIGHWAY,886,1199,104,2,2,267,23,25,1
1616,HIGHWAY,21413,21629,104,2,-2,2514,60,62,1
1617,HIGHWAY,265,576,104,2,2,154,16,18,1
1618,HIGHWAY,358,669,104,2,-2,173,19,17,1
1619,HIGHWAY,4113,4424,104,-2,-2,720,27,43,1
1620,HIGHWAY,1817,2128,104,-2,-2,388,26,29,1
1621,HIGHWAY,6663,6879,104,-2,-2,1002,41,43,1
1622,HIGHWAY,2898,3114,104,2,2,546,31,32,1
1623,HIGHWAY,11676,11891,104,2,-2,1643,58,49,1
1624,HIGHWAY,368,679,104,-2,2,175,19,17,1
1625,HIGHWAY,279,490,104,2,2,126,15,15,1
1626,HIGHWAY,14382,14693,104,-2,2,1902,46,65,1
1627,HIGHWAY,380,691,104,2,2,174,18,18,1
1628,HIGHWAY,275,586,104,2,2,160,16,18,1
1629,HIGHWAY,311,622,104,2,2,171,18,18,1
1630,HIGHWAY,511,823,104,-2,-2,218,20,20,1
1631,HIGHWAY,283,594,104,2,2,161,16,18,1
1632,HIGHWAY,9981,10210,104,-2,-2,1423,52,45,1
1633,HIGHWAY,3848,4064,104,2,2,702,37,32,1
1634,HIGHWAY,1621,1837,104,2,-2,330,25,26,1
1635,HIGHWAY,2612,2923,104,-2,2,496,32,30,1
1636,HIGHWAY,4110,4421,104,-2,2,720,43,27,1
1637,HIGHWAY,2419,2730,104,-2,-2,471,30,28,1
1638,HIGHWAY,11673,11888,104,-2,-2,1643,49,58,1
1639,HIGHWAY,2090,2401,104,-2,2,460,31,29,1
1640,HIGHWAY,512,728,104,-2,-2,161,18,18,1
1641,HIGHWAY,2341,2565,104,2,2,396,27,26,1
1642,HIGHWAY,2959,3175,104,2,-2,612,34,33,1
1643,HIGHWAY,11292,11603,104,-2,-2,1427,44,48,1
1644,HIGHWAY,13929,14240,104,-2,-2,1635,56,45,1
1645,HIGHWAY,2951,3262,104,-2,2,543,28,29,1
1646,HIGHWAY,591,807,104,2,-2,192,21,20,1
1647,HIGHWAY,374,594,104,-2,2,148,16,16,1
1648,HIGHWAY,2376,2587,104,-2,-2,477,30,27,1
1649,HIGHWAY,1017,1233,104,2,-2,285,25,21,1
1650,HIGHWAY,358,669,104,2,-2,173,19,17,1
1651,HIGHWAY,18929,19149,104,-2,-2,2222,68,53,1
1652,HIGHWAY,266,474,104,2,-2,127,16,13,1
1653,HIGHWAY,1138,1449,104,2,-2,318,20,28,1
1654,HIGHWAY,637,948,104,2,2,246,21,19,1
1655,HIGHWAY,270,581,104,2,-2,156,18,16,1
1656,HIGHWAY,532,843,104,2,2,220,20,21,1
1657,HIGHWAY,2859,3067,104,2,2,583,35,25,1
1658,HIGHWAY,2431,2742,104,2,2,494,24,35,1
1659,HIGHWAY,3583,3894,104,2,2,626,31,32,1
1660,HIGHWAY,711,927,104,2,-2,218,20,24,1
1661,HIGHWAY,747,963,104,2,-2,229,22,24,1
1662,HIGHWAY,511,823,104,-2,-2,218,20,20,1
1663,HIGHWAY,719,935,104,2,-2,219,20,24,1
1664,HIGHWAY,1241,1530,104,-2,-2,330,24,24,1
1665,HIGHWAY,959,1271,104,-2,-2,286,26,23,1
1666,HIGHWAY,334,645,104,-2,2,166,19,17,1
1667,HIGHWAY,7561,7777,104,2,-2,1065,40,43,1
1668,HIGHWAY,1859,2075,104,2,-2,427,31,27,1
1669,HIGHWAY,1184,1496,104,2,-2,317,26,24,1
1670,HIGHWAY,648,960,104,2,-2,238,22,20,1
1671,HIGHWAY,4184,4495,104,2,-2,753,36,38,1
1672,HIGHWAY,6383,6598,104,2,2,1029,43,49,1
1673,HIGHWAY,3642,3869,104,2,2,654,33,36,1
1674,HIGHWAY,654,952,104,-2,2,225,22,19,1
1675,HIGHWAY,3082,3294,104,2,2,588,31,31,1
1676,HIGHWAY,2803,3011,104,-2,-2,563,35,25,1
1677,HIGHWAY,3180,3396,104,-2,-2,643,35,32,1
1678,HIGHWAY,371,589,104,-2,-2,145,16,16,1
1679,HIGHWAY,580,891,104,-2,2,214,21,21,1
1680,HIGHWAY,15315,15542,104,-2,2,1969,67,49,1
1681,HIGHWAY,511,731,104,2,2,179,20,16,1
1682,HIGHWAY,5488,5799,104,-2,2,903,32,49,1
1683,HIGHWAY,22611,22913,104,-2,2,2355,70,52,1
1684,HIGHWAY,254,462,104,2,-2,124,16,13,1
1685,HIGHWAY,2519,2781,104,2,2,517,27,34,1
1686,HIGHWAY,21611,21922,104,2,-2,2125,53,63,1
1687,HIGHWAY,258,569,104,2,-2,153,18,16,1
1688,HIGHWAY,1954,2170,104,2,2,437,28,29,1
1689,HIGHWAY,1175,1391,104,2,-2,346,22,25,1
1690,HIGHWAY,2046,2357,104,2,-2,405,28,26,1
1691,HIGHWAY,1277,1496,104,2,2,314,27,18,1
1692,HIGHWAY,11713,12015,104,-2,2,1656,45,56,1
1693,HIGHWAY,1081,1392,104,2,2,324,24,21,1
1694,HIGHWAY,720,940,104,-2,2,221,21,22,1
1695,HIGHWAY,443,663,104,-2,-2,159,19,16,1
1696,HIGHWAY,1209,1523,104,-2,-2,314,26,23,1
1697,HIGHWAY,8832,9041,104,-2,2,1124,40,43,1
1698,HIGHWAY,298,609,104,2,-2,158,18,18,1
1699,HIGHWAY,1060,1276,104,-2,-2,308,24,27,1
1700,HIGHWAY,2657,2865,104,-2,-2,549,35,25,1
1701,HIGHWAY,1112,1424,104,2,-2,302,27,23,1
1702,HIGHWAY,3840,4060,104,-2,2,648,25,41,1
1703,HIGHWAY,1538,1754,104,2,2,390,27,24,1
1704,HIGHWAY,279,495,104,-2,2,121,16,14,1
1705,HIGHWAY,1152,1368,104,-2,-2,344,26,27,1
1706,HIGHWAY,480,724,104,-2,2,169,19,19,1
1707,HIGHWAY,3240,3460,104,2,-2,576,29,30,1
1708,HIGHWAY,9985,10214,104,2,2,1423,52,45,1
1709,HIGHWAY,5766,5986,104,-2,2,841,33,41,1
1710,HIGHWAY,2786,3006,104,2,-2,537,27,31,1
1711,HIGHWAY,1427,1739,104,2,2,370,26,27,1
1712,HIGHWAY,8843,9156,104,2,-2,1151,46,41,1
1713,HIGHWAY,5206,5465,104,2,-2,908,46,37,1
1714,HIGHWAY,262,470,104,2,-2,124,16,13,1
1715,HIGHWAY,265,576,104,2,-2,158,18,16,1
1716,HIGHWAY,5344,5560,104,2,2,922,36,46,1
1717,HIGHWAY,1793,2009,104,2,-2,374,27,24,1
1718,HIGHWAY,11489,11800,104,-2,-2,1570,46,50,1
1719,HIGHWAY,1355,1644,104,-2,-2,370,26,24,1
1720,HIGHWAY,5127,5438,104,-2,2,869,39,41,1
1721,HIGHWAY,1085,1311,104,2,2,301,25,22,1
1722,HIGHWAY,7773,8066,104,-2,-2,1143,46,46,1
1723,HIGHWAY,3166,3478,104,2,-2,606,38,34,1
1724,HIGHWAY,4864,5080,104,2,2,832,34,44,1
1725,HIGHWAY,2643,2860,104,-2,2,471,27,29,1
1726,HIGHWAY,604,917,104,2,2,216,20,20,1
1727,HIGHWAY,1071,1287,104,-2,2,318,27,24,1
1728,HIGHWAY,2472,2688,104,2,2,519,36,26,1
1729,HIGHWAY,3890,4106,104,-2,2,630,31,33,1
1730,HIGHWAY,2391,2610,104,2,2,506,27,27,1
1731,HIGHWAY,2410,2721,104,-2,-2,510,38,27,1
1732,HIGHWAY,5426,5737,104,-2,2,924,44,34,1
1733,HIGHWAY,1437,1660,104,-2,-2,371,28,21,1
1734,HIGHWAY,755,1067,104,2,2,249,22,22,1
1735,HIGHWAY,901,1212,104,-2,-2,263,26,21,1
1736,HIGHWAY,2266,2494,104,-2,2,473,25,30,1
1737,HIGHWAY,1608,1825,104,2,-2,358,27,27,1
1738,HIGHWAY,6247,6473,104,2,2,990,43,44,1
1739,HIGHWAY,1361,1650,104,2,2,370,26,24,1
1740,HIGHWAY,4991,5207,104,-2,2,825,41,34,1
1741,HIGHWAY,6450,6674,104,2,-2,907,38,39,1
1742,HIGHWAY,15294,15502,104,-2,2,1824,45,65,1
1743,HIGHWAY,1806,2022,104,-2,-2,412,33,24,1
1744,HIGHWAY,1001,1217,104,-2,2,272,26,21,1
1745,HIGHWAY,1247,1559,104,2,2,317,25,22,1
1746,HIGHWAY,2222,2533,104,2,-2,388,28,27,1
1747,HIGHWAY,732,1045,104,-2,-2,223,22,20,1
1748,HIGHWAY,254,462,104,2,-2,124,16,13,1
1749,HIGHWAY,1856,2072,104,-2,-2,421,33,24,1
1750,HIGHWAY,1496,1712,104,-2,-2,327,25,25,1
1751,HIGHWAY,258,569,104,2,-2,153,18,16,1
1752,HIGHWAY,3451,3667,104,2,-2,612,33,33,1
1753,HIGHWAY,5152,5463,104,-2,-2,907,37,39,1
1754,HIGHWAY,1302,1553,104,-2,2,316,25,22,1
1755,HIGHWAY,2929,3146,104,2,2,540,33,28,1
1756,HIGHWAY,257,466,104,-2,-2,124,16,15,1
1757,HIGHWAY,1580,1822,104,-2,2,371,22,29,1
1758,HIGHWAY,1276,1587,104,2,2,370,27,24,1
1759,HIGHWAY,1815,2024,104,-2,2,406,27,25,1
1760,HIGHWAY,19379,19592,104,-2,-2,2054,57,54,1
1761,HIGHWAY,639,950,104,-2,-2,227,20,20,1
1762,HIGHWAY,7865,8081,104,2,-2,1298,49,53,1
1763,HIGHWAY,11889,12105,104,-2,2,1372,37,55,1
1764,HIGHWAY,902,1213,104,-2,-2,281,24,23,1
1765,HIGHWAY,1311,1622,104,2,2,320,26,24,1
1766,HIGHWAY,4516,4747,104,2,-2,788,46,29,1
1767,HIGHWAY,6881,7097,104,2,-2,980,44,35,1
1768,HIGHWAY,546,760,104,2,2,193,18,20,1
1769,HIGHWAY,3745,3961,104,-2,2,598,24,35,1
1770,HIGHWAY,1975,2287,104,-2,-2,457,32,25,1
1771,HIGHWAY,6584,6804,104,2,-2,903,36,43,1
1772,HIGHWAY,1298,1609,104,-2,2,346,20,30,1
1773,HIGHWAY,817,1032,104,-2,-2,242,24,20,1
1774,HIGHWAY,4822,5074,104,-2,-2,765,39,31,1
1775,HIGHWAY,1148,1364,104,-2,-2,344,26,27,1
1776,HIGHWAY,964,1258,104,-2,2,268,24,23,1
1777,HIGHWAY,935,1247,104,2,2,284,26,23,1
1778,HIGHWAY,936,1247,104,-2,2,275,23,23,1
1779,HIGHWAY,8723,8939,104,2,-2,1215,54,49,1
1780,HIGHWAY,774,1085,104,-2,-2,245,24,21,1
1781,HIGHWAY,4604,4836,104,-2,-2,772,39,35,1
1782,HIGHWAY,5715,6026,104,-2,-2,986,51,32,1
1783,HIGHWAY,2737,2945,104,-2,-2,510,30,26,1
1784,HIGHWAY,1737,2048,104,-2,-2,388,26,28,1
1785,HIGHWAY,3734,3942,104,-2,2,716,29,40,1
1786,HIGHWAY,546,857,104,2,2,209,21,21,1
1787,HIGHWAY,1016,1231,104,-2,2,275,22,24,1
1788,HIGHWAY,2286,2597,104,-2,2,524,27,30,1
1789,HIGHWAY,5366,5609,104,2,2,793,41,30,1
1790,HIGHWAY,2655,2966,104,-2,-2,534,30,29,1
1791,HIGHWAY,14255,14548,104,2,2,1857,56,53,1
1792,HIGHWAY,19377,19590,104,2,2,2054,57,54,1
1793,HIGHWAY,266,577,104,2,-2,156,18,16,1
1794,HIGHWAY,297,608,104,-2,-2,158,18,18,1
1795,HIGHWAY,479,723,104,2,2,169,19,19,1
1796,HIGHWAY,318,527,104,-2,2,138,17,16,1
1797,HIGHWAY,545,856,104,2,2,229,20,19,1
1798,HIGHWAY,297,608,104,-2,-2,158,18,18,1
1799,HIGHWAY,397,708,104,2,2,186,20,18,1
1800,HIGHWAY,1829,2131,104,2,-2,391,23,28,1
1801,HIGHWAY,471,715,104,2,2,167,19,19,1
1802,HIGHWAY,849,1066,104,2,-2,238,21,19,1
1803,HIGHWAY,471,715,104,2,2,167,19,19,1
1804,HIGHWAY,338,547,104,-2,2,145,18,16,1
1805,HIGHWAY,337,556,104,-2,2,144,16,15,1
1806,HIGHWAY,465,776,104,-2,-2,205,19,21,1
1807,HIGHWAY,1549,1761,104,2,-2,352,27,22,1
1808,HIGHWAY,2646,2854,104,-2,2,549,25,35,1
1809,HIGHWAY,6770,7081,104,-2,2,1176,49,44,1
1810,HIGHWAY,3839,4059,104,2,2,648,41,25,1
1811,HIGHWAY,2785,3005,104,-2,-2,537,31,27,1
1812,HIGHWAY,18630,18941,104,-2,-2,2295,68,59,1
1813,HIGHWAY,2795,3106,104,-2,-2,519,30,29,1
1814,HIGHWAY,377,597,104,2,2,150,17,16,1
1815,HIGHWAY,1712,2024,104,-2,2,378,30,24,1
1816,HIGHWAY,14278,14589,104,2,-2,1643,58,51,1
1817,HIGHWAY,19887,20199,104,2,2,2500,66,68,1
1818,HIGHWAY,6147,6363,104,2,-2,894,42,36,1
1819,HIGHWAY,1266,1482,104,2,2,282,24,22,1
1820,HIGHWAY,3251,3544,104,2,2,559,30,31,1
1821,HIGHWAY,12011,12325,104,-2,-2,1630,56,53,1
1822,HIGHWAY,311,622,104,2,2,162,17,18,1
1823,HIGHWAY,406,614,104,-2,2,159,16,16,1
1824,HIGHWAY,1620,1836,104,-2,-2,330,26,25,1
1825,HIGHWAY,2958,3174,104,-2,-2,612,33,34,1
