index,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
67,HIGHWAY,1617,1928,104,-2,-2,357,28,25,1
68,HIGHWAY,11383,11694,104,2,2,1541,49,47,1
69,HIGHWAY,505,725,104,-2,-2,179,20,16,1
70,HIGHWAY,259,570,104,-2,-2,154,16,18,1
71,HIGHWAY,1241,1553,104,-2,-2,317,25,22,1
72,HIGHWAY,2775,2995,104,-2,-2,537,31,27,1
73,HIGHWAY,782,1011,104,-2,2,240,21,21,1
74,HIGHWAY,1681,1992,104,-2,-2,414,25,27,1
75,HIGHWAY,1309,1518,104,2,2,318,25,23,1
76,HIGHWAY,2651,2859,104,2,2,549,35,25,1
77,HIGHWAY,4017,4233,104,2,-2,796,47,28,1
78,HIGHWAY,18635,18946,104,-2,2,2295,59,68,1
79,HIGHWAY,1023,1336,104,2,-2,303,26,23,1
80,HIGHWAY,309,620,104,-2,-2,170,18,18,1
81,HIGHWAY,14791,15017,104,2,-2,2041,56,55,1
82,HIGHWAY,2399,2623,104,2,2,546,30,29,1
83,HIGHWAY,5866,6177,104,-2,2,848,29,42,1
84,HIGHWAY,3146,3458,104,-2,2,651,29,37,1
85,HIGHWAY,1169,1385,104,-2,2,346,22,25,1
86,HIGHWAY,273,484,104,-2,-2,126,15,15,1
87,HIGHWAY,5146,5457,104,2,2,907,37,39,1
88,HIGHWAY,990,1199,104,2,-2,245,19,19,1
89,HIGHWAY,886,1110,104,2,-2,249,22,20,1
90,HIGHWAY,2813,3124,104,-2,2,564,30,31,1
91,HIGHWAY,4581,4892,104,2,-2,756,31,40,1
92,HIGHWAY,211,419,104,2,2,108,14,14,1
93,HIGHWAY,247,558,104,2,2,141,18,16,1
94,HIGHWAY,358,669,104,2,-2,173,19,17,1
95,HIGHWAY,219,427,104,2,2,109,14,14,1
96,HIGHWAY,1205,1519,104,2,2,314,26,23,1
97,HIGHWAY,2663,2906,104,2,-2,538,31,33,1
98,HIGHWAY,350,558,104,2,-2,157,16,16,1
99,HIGHWAY,758,1069,104,-2,2,241,22,20,1
100,HIGHWAY,2486,2694,104,2,-2,524,25,33,1
101,HIGHWAY,2513,2775,104,-2,-2,517,27,34,1
102,HIGHWAY,6657,6873,104,2,2,1002,41,43,1
103,HIGHWAY,1850,2066,104,2,2,421,33,24,1
104,HIGHWAY,1491,1709,104,-2,-2,317,26,24,1
105,HIGHWAY,2460,2668,104,-2,2,518,25,31,1
106,HIGHWAY,20540,20755,104,-2,2,2296,70,53,1
107,HIGHWAY,371,589,104,2,2,152,17,16,1
108,HIGHWAY,3844,4064,104,2,-2,648,25,41,1
109,HIGHWAY,252,460,104,-2,2,124,16,12,1
110,HIGHWAY,382,602,104,2,-2,150,16,17,1
111,HIGHWAY,252,460,104,-2,2,123,16,12,1
112,HIGHWAY,2016,2232,104,-2,-2,462,30,30,1
113,HIGHWAY,3125,3418,104,2,2,677,33,31,1
114,HIGHWAY,871,1087,104,-2,2,250,22,21,1
115,HIGHWAY,1316,1532,104,-2,-2,358,25,28,1
116,HIGHWAY,4776,4992,104,-2,-2,673,35,32,1
117,HIGHWAY,1075,1386,104,-2,-2,324,24,21,1
118,HIGHWAY,305,616,104,-2,-2,170,18,18,1
119,HIGHWAY,1574,1816,104,2,-2,371,22,29,1
120,HIGHWAY,1107,1402,104,-2,-2,302,25,23,1
121,HIGHWAY,4528,4759,104,-2,2,788,46,29,1
122,HIGHWAY,1681,1992,104,-2,-2,414,25,27,1
123,HIGHWAY,1673,1984,104,-2,2,390,26,27,1
124,HIGHWAY,4566,4782,104,-2,-2,788,36,35,1
125,HIGHWAY,537,751,104,-2,2,182,18,17,1
126,HIGHWAY,265,576,104,-2,-2,156,16,18,1
127,HIGHWAY,2507,2731,104,-2,-2,471,26,28,1
128,HIGHWAY,19375,19588,104,-2,-2,2054,57,54,1
129,HIGHWAY,635,946,104,-2,-2,227,20,20,1
130,HIGHWAY,7861,8077,104,2,-2,1298,49,53,1
131,HIGHWAY,11885,12101,104,-2,2,1372,37,55,1
132,HIGHWAY,898,1209,104,-2,-2,281,24,23,1
133,HIGHWAY,1307,1618,104,2,2,320,26,24,1
134,HIGHWAY,4512,4743,104,2,-2,788,46,29,1
135,HIGHWAY,6877,7093,104,2,-2,980,44,35,1
136,HIGHWAY,542,756,104,2,2,193,18,20,1
137,HIGHWAY,3741,3957,104,-2,2,598,24,35,1
138,HIGHWAY,1971,2283,104,-2,-2,457,32,25,1
139,HIGHWAY,6580,6800,104,2,-2,903,36,43,1
140,HIGHWAY,1294,1605,104,-2,2,346,20,30,1
141,HIGHWAY,813,1028,104,-2,-2,242,24,20,1
142,HIGHWAY,4818,5070,104,-2,-2,765,39,31,1
143,HIGHWAY,1144,1360,104,-2,-2,344,26,27,1
144,HIGHWAY,960,1254,104,-2,2,268,24,23,1
145,HIGHWAY,931,1243,104,2,2,284,26,23,1
146,HIGHWAY,932,1243,104,-2,2,275,23,23,1
147,HIGHWAY,8719,8935,104,2,-2,1215,54,49,1
148,HIGHWAY,770,1081,104,-2,-2,245,24,21,1
149,HIGHWAY,4600,4832,104,-2,-2,772,39,35,1
150,HIGHWAY,5711,6022,104,-2,-2,986,51,32,1
151,HIGHWAY,2733,2941,104,-2,-2,510,30,26,1
152,HIGHWAY,1733,2044,104,-2,-2,388,26,28,1
153,HIGHWAY,3730,3938,104,-2,2,716,29,40,1
154,HIGHWAY,542,853,104,2,2,209,21,21,1
155,HIGHWAY,1012,1227,104,-2,2,275,22,24,1
156,HIGHWAY,2282,2593,104,-2,2,524,27,30,1
157,HIGHWAY,5362,5605,104,2,2,793,41,30,1
158,HIGHWAY,2651,2962,104,-2,-2,534,30,29,1
159,HIGHWAY,14251,14544,104,2,2,1857,56,53,1
160,HIGHWAY,1417,1729,104,-2,-2,370,26,27,1
161,HIGHWAY,4416,4645,104,2,-2,778,33,40,1
162,HIGHWAY,539,753,104,-2,2,193,20,18,1
163,HIGHWAY,1054,1270,104,2,2,308,24,27,1
164,HIGHWAY,3548,3764,104,2,-2,700,34,33,1
165,HIGHWAY,3046,3358,104,-2,2,538,28,32,1
166,HIGHWAY,1201,1515,104,-2,-2,314,26,23,1
167,HIGHWAY,8824,9033,104,-2,2,1124,40,43,1
168,HIGHWAY,1061,1277,104,2,-2,318,27,24,1
169,HIGHWAY,291,602,104,-2,2,167,18,16,1
170,HIGHWAY,1291,1602,104,-2,-2,346,30,20,1
171,HIGHWAY,259,570,104,-2,2,158,18,16,1
172,HIGHWAY,387,698,104,-2,-2,186,20,18,1
173,HIGHWAY,16314,16540,104,2,-2,2000,61,59,1
174,HIGHWAY,271,487,104,-2,2,121,16,14,1
175,HIGHWAY,1144,1360,104,-2,-2,344,26,27,1
176,HIGHWAY,2829,3045,104,2,-2,541,26,37,1
177,HIGHWAY,3472,3784,104,2,-2,711,35,36,1
178,HIGHWAY,682,993,104,2,-2,244,20,24,1
179,HIGHWAY,3234,3454,104,-2,2,576,29,30,1
180,HIGHWAY,815,1127,104,-2,-2,267,24,23,1
181,HIGHWAY,1527,1838,104,2,2,345,28,22,1
182,HIGHWAY,8835,9148,104,2,-2,1151,46,41,1
183,HIGHWAY,5198,5457,104,2,-2,908,46,37,1
184,HIGHWAY,2992,3208,104,-2,-2,530,35,29,1
185,HIGHWAY,567,878,104,-2,-2,215,22,20,1
186,HIGHWAY,369,680,104,-2,-2,174,20,18,1
187,HIGHWAY,3160,3472,104,-2,2,606,38,34,1
188,HIGHWAY,1128,1344,104,2,2,283,25,22,1
189,HIGHWAY,1590,1806,104,2,2,381,24,28,1
190,HIGHWAY,5119,5430,104,-2,2,869,39,41,1
191,HIGHWAY,1077,1303,104,2,2,301,25,22,1
192,HIGHWAY,9975,10204,104,2,2,1423,52,45,1
193,HIGHWAY,601,913,104,-2,-2,217,20,20,1
194,HIGHWAY,894,1205,104,-2,-2,275,24,22,1
195,HIGHWAY,1261,1554,104,-2,-2,364,25,30,1
196,HIGHWAY,9380,9673,104,2,-2,1283,43,44,1
197,HIGHWAY,1048,1277,104,2,-2,294,22,23,1
198,HIGHWAY,2553,2761,104,-2,-2,552,34,25,1
199,HIGHWAY,1011,1323,104,2,2,297,26,22,1
200,HIGHWAY,1204,1518,104,-2,2,314,23,26,1
201,HIGHWAY,1425,1645,104,-2,-2,376,26,25,1
202,HIGHWAY,351,559,104,-2,-2,151,16,16,1
203,HIGHWAY,19434,19745,104,-2,2,2416,70,63,1
204,HIGHWAY,274,490,104,2,2,121,14,16,1
205,HIGHWAY,4107,4418,104,-2,-2,801,33,40,1
206,HIGHWAY,7633,7944,104,2,-2,1159,48,44,1
207,HIGHWAY,2449,2665,104,-2,2,501,30,32,1
208,HIGHWAY,4507,4733,104,-2,-2,775,34,41,1
209,HIGHWAY,2403,2714,104,-2,-2,537,34,28,1
210,HIGHWAY,2439,2750,104,-2,-2,484,32,25,1
211,HIGHWAY,3076,3387,104,2,-2,606,32,39,1
212,HIGHWAY,3384,3598,104,-2,-2,636,30,32,1
213,HIGHWAY,736,965,104,2,-2,243,21,21,1
214,HIGHWAY,2927,3238,104,-2,-2,572,37,29,1
215,HIGHWAY,2950,3165,104,2,-2,501,32,28,1
216,HIGHWAY,789,1100,104,-2,-2,235,21,22,1
217,HIGHWAY,1220,1531,104,2,2,343,23,27,1
218,HIGHWAY,1066,1282,104,-2,-2,313,26,25,1
219,HIGHWAY,4646,4872,104,-2,2,734,39,36,1
220,HIGHWAY,274,490,104,2,2,121,14,16,1
221,HIGHWAY,660,868,104,-2,2,210,17,18,1
222,HIGHWAY,5016,5327,104,-2,2,920,38,38,1
223,HIGHWAY,687,939,104,-2,2,204,20,20,1
224,HIGHWAY,5756,5976,104,-2,2,841,33,41,1
225,HIGHWAY,7058,7285,104,2,2,1062,40,42,1
226,HIGHWAY,1111,1422,104,-2,-2,288,24,25,1
227,HIGHWAY,4709,4934,104,2,2,690,28,38,1
228,HIGHWAY,12764,12980,104,-2,-2,1741,63,53,1
229,HIGHWAY,2154,2465,104,2,-2,517,27,31,1
230,HIGHWAY,555,769,104,-2,2,194,20,18,1
231,HIGHWAY,3980,4196,104,2,2,696,34,40,1
232,HIGHWAY,9823,10134,104,2,2,1330,46,50,1
233,HIGHWAY,4923,5166,104,-2,2,726,32,37,1
234,HIGHWAY,2289,2505,104,-2,2,500,27,32,1
235,HIGHWAY,10341,10654,104,-2,2,1551,62,46,1
236,HIGHWAY,291,602,104,-2,-2,152,18,16,1
237,HIGHWAY,760,1073,104,-2,-2,259,22,22,1
238,HIGHWAY,3772,4065,104,2,-2,718,38,31,1
239,HIGHWAY,1169,1384,104,-2,-2,343,26,24,1
240,HIGHWAY,1684,1900,104,2,2,384,29,29,1
241,HIGHWAY,2842,3050,104,2,-2,569,27,32,1
242,HIGHWAY,3839,4062,104,-2,-2,665,38,39,1
243,HIGHWAY,3521,3810,104,2,2,570,30,34,1
244,HIGHWAY,660,876,104,-2,-2,197,21,20,1
245,HIGHWAY,795,1107,104,2,2,247,24,23,1
246,HIGHWAY,2545,2753,104,-2,-2,552,34,25,1
247,HIGHWAY,807,1119,104,2,2,249,24,23,1
248,HIGHWAY,1020,1331,104,2,-2,289,24,22,1
249,HIGHWAY,683,994,104,-2,-2,218,22,20,1
250,HIGHWAY,369,680,104,-2,-2,174,20,18,1
251,HIGHWAY,1489,1782,104,2,2,318,24,28,1
252,HIGHWAY,3692,4003,104,2,-2,610,36,28,1
253,HIGHWAY,1592,1808,104,2,2,389,30,25,1
254,HIGHWAY,5127,5438,104,-2,2,869,39,41,1
255,HIGHWAY,4792,5005,104,2,2,807,31,46,1
256,HIGHWAY,1239,1528,104,2,2,330,24,24,1
257,HIGHWAY,274,585,104,2,-2,161,18,16,1
258,HIGHWAY,713,1024,104,-2,-2,260,22,23,1
259,HIGHWAY,1711,1925,104,-2,-2,391,25,26,1
260,HIGHWAY,350,570,104,-2,2,147,17,16,1
261,HIGHWAY,553,864,104,2,2,234,20,19,1
262,HIGHWAY,501,812,104,-2,-2,205,19,21,1
263,HIGHWAY,698,914,104,-2,-2,217,24,20,1
264,HIGHWAY,10273,10586,104,-2,2,1337,46,49,1
265,HIGHWAY,2328,2544,104,2,2,463,30,31,1
266,HIGHWAY,1564,1875,104,2,-2,371,23,28,1
267,HIGHWAY,7332,7643,104,2,-2,1070,44,42,1
268,HIGHWAY,12578,12794,104,2,2,1557,48,52,1
269,HIGHWAY,557,868,104,2,2,234,20,19,1
270,HIGHWAY,405,716,104,-2,-2,186,18,18,1
271,HIGHWAY,2737,2953,104,2,-2,489,27,29,1
272,HIGHWAY,13067,13291,104,2,2,1379,55,40,1
273,HIGHWAY,799,1015,104,2,-2,236,23,21,1
274,HIGHWAY,7028,7244,104,2,2,1102,49,42,1
275,HIGHWAY,9968,10210,104,2,-2,1150,49,44,1
276,HIGHWAY,258,569,104,2,-2,156,18,16,1
277,HIGHWAY,2069,2380,104,2,2,486,29,30,1
278,HIGHWAY,11148,11364,104,2,2,1477,53,43,1
279,HIGHWAY,1804,2047,104,2,2,436,29,28,1
280,HIGHWAY,321,632,104,-2,-2,168,18,18,1
281,HIGHWAY,5797,6013,104,-2,2,864,43,36,1
282,HIGHWAY,222,431,104,-2,2,115,14,15,1
283,HIGHWAY,13160,13386,104,-2,2,1753,51,55,1
284,HIGHWAY,707,923,104,2,-2,218,20,24,1
285,HIGHWAY,5442,5754,104,2,-2,851,37,45,1
286,HIGHWAY,591,807,104,2,-2,192,21,20,1
287,HIGHWAY,4234,4545,104,2,2,780,40,38,1
288,HIGHWAY,684,997,104,-2,-2,240,22,20,1
289,HIGHWAY,225,434,104,2,2,114,15,14,1
290,HIGHWAY,2635,2851,104,-2,2,575,35,33,1
291,HIGHWAY,225,434,104,2,2,113,15,14,1
292,HIGHWAY,18626,18937,104,2,2,2295,68,59,1
293,HIGHWAY,2726,2934,104,2,-2,566,25,35,1
294,HIGHWAY,1612,1828,104,-2,-2,330,26,25,1
295,HIGHWAY,2950,3166,104,-2,-2,612,33,34,1
296,HIGHWAY,6803,7019,104,2,-2,953,36,41,1
297,HIGHWAY,1271,1487,104,2,-2,359,29,26,1
298,HIGHWAY,10348,10659,104,-2,2,1457,50,50,1
299,HIGHWAY,485,796,104,2,2,186,17,20,1
300,HIGHWAY,588,901,104,-2,-2,227,20,20,1
301,HIGHWAY,2065,2377,104,-2,-2,427,30,27,1
302,HIGHWAY,1056,1272,104,-2,-2,283,20,26,1
303,HIGHWAY,18731,18951,104,2,2,2231,62,55,1
304,HIGHWAY,1813,2124,104,2,2,388,26,29,1
305,HIGHWAY,322,633,104,2,-2,165,18,17,1
306,HIGHWAY,766,1077,104,2,2,258,22,22,1
307,HIGHWAY,505,717,104,2,2,174,15,19,1
308,HIGHWAY,1997,2309,104,-2,-2,430,24,32,1
309,HIGHWAY,1468,1684,104,2,2,331,25,26,1
310,HIGHWAY,11664,11879,104,-2,2,1643,58,49,1
311,HIGHWAY,582,798,104,-2,-2,192,20,21,1
312,HIGHWAY,3824,4052,104,2,-2,574,23,34,1
313,HIGHWAY,1801,2112,104,2,2,445,27,29,1
314,HIGHWAY,5669,5894,104,-2,2,872,38,43,1
315,HIGHWAY,1960,2176,104,2,2,458,28,31,1
316,HIGHWAY,4385,4697,104,-2,-2,816,39,33,1
317,HIGHWAY,1155,1466,104,-2,-2,290,23,26,1
318,HIGHWAY,750,1062,104,-2,2,252,23,24,1
319,HIGHWAY,2442,2658,104,-2,-2,521,31,32,1
320,HIGHWAY,4778,5089,104,-2,-2,825,40,33,1
321,HIGHWAY,6618,6834,104,2,2,1091,44,44,1
322,HIGHWAY,975,1191,104,-2,2,278,25,21,1
323,HIGHWAY,750,1061,104,-2,2,253,22,22,1
324,HIGHWAY,1989,2203,104,2,2,376,26,26,1
325,HIGHWAY,1039,1350,104,-2,-2,303,21,26,1
326,HIGHWAY,621,853,104,-2,-2,215,19,18,1
327,HIGHWAY,2875,3100,104,-2,2,567,34,26,1
328,HIGHWAY,5166,5382,104,2,2,885,35,43,1
329,HIGHWAY,2354,2666,104,2,-2,521,33,35,1
330,HIGHWAY,5159,5470,104,-2,-2,946,43,42,1
331,HIGHWAY,2131,2433,104,2,-2,466,28,26,1
332,HIGHWAY,367,678,104,2,2,189,20,18,1
333,HIGHWAY,278,589,104,2,-2,161,18,16,1
334,HIGHWAY,562,873,104,2,-2,201,19,22,1
335,HIGHWAY,347,658,104,2,2,181,19,19,1
336,HIGHWAY,750,1062,104,-2,2,246,22,24,1
337,HIGHWAY,516,827,104,2,-2,212,20,20,1
338,HIGHWAY,923,1166,104,-2,2,269,19,26,1
339,HIGHWAY,14502,14718,104,2,2,1808,52,60,1
340,HIGHWAY,1145,1365,104,-2,-2,295,21,23,1
341,HIGHWAY,3261,3550,104,-2,-2,642,36,32,1
342,HIGHWAY,9431,9743,104,2,2,1354,38,52,1
343,HIGHWAY,1752,2063,104,2,-2,467,27,27,1
344,HIGHWAY,1664,1880,104,-2,-2,361,23,30,1
345,HIGHWAY,1072,1296,104,-2,2,277,21,24,1
346,HIGHWAY,2135,2446,104,-2,2,435,28,26,1
347,HIGHWAY,1889,2113,104,-2,-2,419,29,27,1
348,HIGHWAY,211,419,104,2,2,108,14,14,1
349,HIGHWAY,339,557,104,2,2,145,16,16,1
350,HIGHWAY,10031,10247,104,2,-2,1412,53,44,1
351,HIGHWAY,2069,2380,104,-2,2,487,31,28,1
352,HIGHWAY,1094,1320,104,-2,2,288,22,23,1
353,HIGHWAY,2603,2914,104,2,-2,490,33,28,1
354,HIGHWAY,6342,6655,104,-2,-2,1094,43,43,1
355,HIGHWAY,7817,8128,104,-2,-2,1227,46,45,1
356,HIGHWAY,828,1044,104,-2,-2,256,22,22,1
357,HIGHWAY,4806,5022,104,2,2,838,32,45,1
358,HIGHWAY,4250,4543,104,2,-2,797,34,37,1
359,HIGHWAY,1987,2230,104,2,-2,445,30,28,1
360,HIGHWAY,353,664,104,-2,-2,173,18,20,1
361,HIGHWAY,919,1139,104,2,2,275,26,21,1
362,HIGHWAY,5089,5380,104,2,2,731,31,37,1
363,HIGHWAY,310,621,104,-2,2,172,18,18,1
364,HIGHWAY,11503,11814,104,2,2,1570,46,50,1
365,HIGHWAY,979,1195,104,2,-2,291,26,24,1
366,HIGHWAY,1721,2023,104,-2,2,407,27,25,1
367,HIGHWAY,2777,2985,104,-2,-2,596,38,25,1
368,HIGHWAY,262,573,104,-2,2,154,18,16,1
369,HIGHWAY,904,1120,104,-2,-2,280,24,22,1
370,HIGHWAY,3084,3313,104,2,-2,571,27,34,1
371,HIGHWAY,3234,3546,104,-2,2,619,37,28,1
372,HIGHWAY,3911,4204,104,2,2,772,38,33,1
373,HIGHWAY,346,657,104,-2,-2,163,16,19,1
374,HIGHWAY,1272,1489,104,-2,2,288,22,25,1
375,HIGHWAY,1511,1731,104,2,2,389,22,26,1
376,HIGHWAY,2131,2429,104,-2,-2,440,29,25,1
377,HIGHWAY,393,601,104,-2,-2,158,17,16,1
378,HIGHWAY,1741,2052,104,-2,-2,410,27,26,1
379,HIGHWAY,968,1177,104,-2,2,238,17,20,1
380,HIGHWAY,457,671,104,2,2,161,16,20,1
381,HIGHWAY,326,637,104,2,-2,165,18,17,1
382,HIGHWAY,714,1026,104,-2,2,228,21,24,1
383,HIGHWAY,884,1100,104,2,2,233,19,23,1
384,HIGHWAY,4090,4300,104,2,-2,789,44,29,1
385,HIGHWAY,2152,2378,104,-2,2,506,34,27,1
386,HIGHWAY,3285,3508,104,-2,-2,593,38,24,1
387,HIGHWAY,12225,12536,104,-2,-2,1473,45,52,1
388,HIGHWAY,429,649,104,-2,-2,168,19,16,1
389,HIGHWAY,554,865,104,-2,-2,212,20,19,1
390,HIGHWAY,7408,7701,104,2,-2,1154,42,42,1
391,HIGHWAY,881,1192,104,-2,-2,262,26,21,1
392,HIGHWAY,4007,4241,104,-2,-2,780,40,30,1
393,HIGHWAY,751,1062,104,-2,-2,233,20,20,1
394,HIGHWAY,849,1160,104,-2,-2,258,25,21,1
395,HIGHWAY,2525,2836,104,2,2,522,37,24,1
396,HIGHWAY,2896,3207,104,-2,2,593,24,37,1
397,HIGHWAY,841,1056,104,-2,-2,251,24,20,1
398,HIGHWAY,2500,2716,104,2,2,567,30,33,1
399,HIGHWAY,9061,9277,104,2,-2,1172,49,40,1
400,HIGHWAY,11589,11900,104,-2,2,1461,44,53,1
401,HIGHWAY,1484,1700,104,-2,-2,402,27,26,1
402,HIGHWAY,1441,1752,104,-2,-2,379,28,25,1
403,HIGHWAY,2885,3196,104,-2,-2,542,34,27,1
404,HIGHWAY,25304,25615,104,2,-2,2916,74,65,1
405,HIGHWAY,7758,7974,104,2,2,1208,46,48,1
406,HIGHWAY,5727,6038,104,-2,-2,994,51,32,1
407,HIGHWAY,1080,1306,104,2,-2,316,19,25,1
408,HIGHWAY,1939,2165,104,-2,-2,418,24,29,1
409,HIGHWAY,5406,5622,104,2,2,916,45,38,1
410,HIGHWAY,518,741,104,-2,2,174,19,18,1
411,HIGHWAY,2993,3304,104,2,2,613,38,28,1
412,HIGHWAY,10335,10551,104,-2,2,1359,44,54,1
413,HIGHWAY,10898,11122,104,2,-2,1520,55,53,1
414,HIGHWAY,16580,16815,104,2,-2,1989,53,55,1
415,HIGHWAY,36261,36568,104,2,2,3481,68,75,1
416,HIGHWAY,1299,1610,104,-2,-2,345,25,25,1
417,HIGHWAY,5021,5333,104,-2,-2,825,44,34,1
418,HIGHWAY,2928,3157,104,-2,2,601,27,35,1
419,HIGHWAY,1122,1338,104,2,2,334,24,27,1
420,HIGHWAY,3095,3406,104,-2,2,588,31,32,1
421,HIGHWAY,2782,3007,104,-2,-2,637,34,30,1
422,HIGHWAY,6025,6336,104,-2,-2,900,39,43,1
423,HIGHWAY,1983,2294,104,2,2,402,24,31,1
424,HIGHWAY,4687,4976,104,-2,-2,795,39,41,1
425,HIGHWAY,1736,1952,104,-2,-2,380,25,29,1
426,HIGHWAY,1479,1694,104,-2,-2,370,25,28,1
427,HIGHWAY,822,1134,104,2,-2,261,23,24,1
428,HIGHWAY,353,664,104,-2,-2,177,18,20,1
429,HIGHWAY,1548,1762,104,2,-2,334,20,25,1
430,HIGHWAY,1055,1366,104,-2,-2,276,24,24,1
431,HIGHWAY,921,1136,104,-2,-2,288,24,22,1
432,HIGHWAY,253,564,104,-2,-2,146,16,18,1
433,HIGHWAY,15438,15663,104,-2,2,2106,57,69,1
434,HIGHWAY,1060,1284,104,2,-2,277,22,25,1
435,HIGHWAY,3867,4160,104,-2,-2,613,33,34,1
436,HIGHWAY,987,1299,104,-2,-2,320,24,26,1
437,HIGHWAY,3156,3364,104,2,-2,643,25,38,1
438,HIGHWAY,2048,2257,104,-2,2,399,23,27,1
439,HIGHWAY,762,978,104,-2,-2,230,24,21,1
440,HIGHWAY,482,793,104,2,2,193,20,19,1
441,HIGHWAY,426,737,104,-2,-2,191,20,19,1
442,HIGHWAY,8259,8475,104,2,-2,1252,42,51,1
443,HIGHWAY,470,781,104,2,2,195,20,19,1
444,HIGHWAY,451,762,104,-2,-2,210,20,18,1
445,HIGHWAY,2733,2949,104,2,-2,561,29,37,1
446,HIGHWAY,3938,4147,104,-2,2,683,35,34,1
447,HIGHWAY,2112,2328,104,2,2,450,32,25,1
448,HIGHWAY,962,1178,104,-2,-2,255,24,23,1
449,HIGHWAY,2385,2598,104,2,2,518,32,25,1
450,HIGHWAY,3243,3554,104,-2,2,584,34,32,1
451,HIGHWAY,4707,5018,104,2,2,786,34,37,1
452,HIGHWAY,4915,5131,104,-2,2,746,33,38,1
453,HIGHWAY,378,689,104,2,-2,183,18,17,1
