rule,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
RRRLRRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,4383,68,66,0
RRRLRRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,3318139,1822,1822,0
RRRLRLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,912,32,32,0
RRRLRLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,112115,419,403,0
RRRLRLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,123881,434,429,0
RRRLRLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,4643,74,76,0
RRRLRLRRRLRR,TIMEOUT,-1,20000000,-1,0,0,131972,410,434,0
RRRLRLRRRLRL,TIMEOUT,-1,20000000,-1,0,0,109155,417,377,0
RRRLRLRRRLLR,TIMEOUT,-1,20000000,-1,0,0,5436,76,78,0
RRRLRLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,118461,368,411,0
RRRLRLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,116559,397,415,0
RRRLRLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,130413,449,417,0
RRRLRLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,122528,420,433,0
RRRLRLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,140777,435,442,0
RRRLRLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,4094,70,73,0
RRRLRLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,117547,419,388,0
RRRLRLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,119695,373,436,0
RRRLRLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,118781,419,377,0
RRRLRLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,98790,376,349,0
RRRLRLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,108038,418,378,0
RRRLRLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,115302,397,394,0
RRRLRLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,118415,385,419,0
RRRLRLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,106069,361,384,0
RRRLRLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,112330,363,408,0
RRRLRLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,115579,420,391,0
RRRLRLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,122793,454,410,0
RRRLRLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,5131,79,75,0
RRRLRLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,114008,415,388,0
RRRLRLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,104836,379,410,0
RRRLRLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,113693,414,379,0
RRRLRLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,104649,371,395,0
RRRLRLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,106263,402,385,0
RRRLRLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,114369,388,419,0
RRRLRLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,106672,385,386,0
RRRLRLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,223289,555,547,0
RRRLRLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,118790,416,387,0
RRRLRLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,115431,403,385,0
RRRLRLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,120259,396,427,0
RRRLRLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,107703,358,406,0
RRRLRLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,131237,450,429,0
RRRLRLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,140087,408,500,0
RRRLRLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,122641,395,403,0
RRRLRLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,116352,402,395,0
RRRLRLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,148115,502,437,0
RRRLRLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,144469,435,470,0
RRRLRLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,156480,483,468,0
RRRLRLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,144815,446,489,0
RRRLRLLRLLRL,HIGHWAY,34464,36864,46,1,1,2200,111,80,1
RRRLRLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,189164,485,567,0
RRRLRLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,168415,514,480,0
RRRLRLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,5159,77,74,0
RRRLRLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,98916,362,359,0
RRRLRLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,114358,428,382,0
RRRLRLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,116243,400,398,0
RRRLRLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,100841,376,365,0
RRRLRLLLRLRL,HIGHWAY,2556231,2556928,208,-2,2,26189,184,196,1
RRRLRLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,100771,402,355,0
RRRLRLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,98089,368,353,0
RRRLRLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,99825,344,401,0
RRRLRLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,119766,416,375,0
RRRLRLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,96834,344,357,0
RRRLRLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,99063,356,363,0
RRRLRLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,94313,357,325,0
RRRLRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,102550,354,352,0
RRRLRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,118518,350,366,0
RRRLRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,4490,67,68,0
RRRLLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,280,17,18,0
RRRLLRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,55683,255,253,0
RRRLLRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,60775,269,292,0
RRRLLRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,696,28,29,0
RRRLLRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,73703,294,312,0
RRRLLRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,2978,60,63,0
RRRLLRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,722,28,30,0
RRRLLRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,62294,278,272,0
RRRLLRRRLRRR,HIGHWAY,17301,18432,312,-2,-2,748,38,40,1
RRRLLRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,70345,292,327,0
RRRLLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,3143,64,65,0
RRRLLRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,75801,306,305,0
RRRLLRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,720,29,30,0
RRRLLRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,64766,285,273,0
RRRLLRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,109961,409,387,0
RRRLLRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,3123,62,62,0
RRRLLRRLRRRR,OOB,-1,359363,-1,0,0,11838,1053,1056,0
RRRLLRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,83450,338,334,0
RRRLLRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,89890,363,337,0
RRRLLRRLRRLL,HIGHWAY,9708476,9709568,252,-2,-2,50443,265,275,1
RRRLLRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,3360,64,65,0
RRRLLRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,77203,301,330,0
RRRLLRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,80337,302,320,0
RRRLLRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,81932,324,346,0
RRRLLRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,746,29,30,0
RRRLLRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,71274,277,310,0
RRRLLRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,71132,296,289,0
RRRLLRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,3131,64,63,0
RRRLLRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,78324,308,321,0
RRRLLRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,71390,327,309,0
RRRLLRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,32764,182,220,0
RRRLLRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,69049,287,293,0
RRRLLRLRRRRR,HIGHWAY,1245784,1251328,324,2,2,13566,133,168,1
RRRLLRLRRRRL,HIGHWAY,129,2048,100,-2,2,375,44,44,1
RRRLLRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,92693,369,364,0
RRRLLRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,107895,392,382,0
RRRLLRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,85664,356,324,0
RRRLLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,94527,364,340,0
RRRLLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,98377,337,395,0
RRRLLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,95109,362,352,0
RRRLLRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,3941,65,66,0
RRRLLRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,91136,359,342,0
RRRLLRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,86148,323,364,0
RRRLLRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,83745,351,320,0
RRRLLRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,88969,327,342,0
RRRLLRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,91224,344,351,0
RRRLLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,92009,359,312,0
RRRLLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,83040,304,344,0
RRRLLRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,744,30,29,0
RRRLLRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,71189,272,312,0
RRRLLRLLRRLR,HIGHWAY,6352647,6353920,130,1,-1,37263,210,239,1
RRRLLRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,3237,64,64,0
RRRLLRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,79888,301,325,0
RRRLLRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,72571,302,313,0
RRRLLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,3342,65,64,0
RRRLLRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,74238,295,319,0
RRRLLRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,80292,328,309,0
RRRLLRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,81578,322,325,0
RRRLLRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,79251,321,330,0
RRRLLRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,78637,315,295,0
RRRLLRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,3505,68,65,0
RRRLLRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,73885,309,320,0
RRRLLRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,73473,315,303,0
RRRLLRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,70474,301,295,0
RRRLLLRRRRRR,HIGHWAY,786683,788480,596,-2,2,10388,131,112,1
RRRLLLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,115509,428,379,0
RRRLLLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,115809,432,403,0
RRRLLLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,109587,355,392,0
RRRLLLRRRLRR,HIGHWAY,99,1024,38,-1,1,198,30,30,1
RRRLLLRRRLRL,HIGHWAY,99,1024,38,-1,1,198,30,30,1
RRRLLLRRRLLR,HIGHWAY,99,1024,38,-1,1,198,30,30,1
RRRLLLRRRLLL,HIGHWAY,99,1024,38,-1,1,198,30,30,1
RRRLLLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,80187,332,315,0
RRRLLLRRLRRL,HIGHWAY,574,5120,354,5,-5,748,78,78,1
RRRLLLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,180140,571,438,0
RRRLLLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,128939,406,410,0
RRRLLLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,137196,428,458,0
RRRLLLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,128814,417,416,0
RRRLLLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,12239,139,129,0
RRRLLLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,198300,486,542,0
RRRLLLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,5190,77,74,0
RRRLLLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,93971,358,345,0
RRRLLLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,94648,387,320,0
RRRLLLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,98546,356,383,0
RRRLLLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,87726,362,321,0
RRRLLLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,98106,357,354,0
RRRLLLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,95388,352,347,0
RRRLLLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,96235,339,357,0
RRRLLLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,103715,380,352,0
RRRLLLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,97929,362,353,0
RRRLLLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,96708,358,358,0
RRRLLLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,102915,366,357,0
RRRLLLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,85738,343,325,0
RRRLLLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,105239,350,392,0
RRRLLLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,94923,334,343,0
RRRLLLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,92979,339,334,0
RRRLLLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,778,29,32,0
RRRLLLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,70202,289,288,0
RRRLLLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,77871,311,299,0
RRRLLLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,3548,66,66,0
RRRLLLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,81832,307,319,0
RRRLLLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,76537,317,314,0
RRRLLLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,49740,227,260,0
RRRLLLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,86728,310,315,0
RRRLLLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,81206,311,348,0
RRRLLLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,83314,335,331,0
RRRLLLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,81900,334,328,0
RRRLLLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,83732,360,324,0
RRRLLLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,3685,67,66,0
RRRLLLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,79233,304,324,0
RRRLLLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,74766,306,298,0
RRRLLLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,80726,303,318,0
RRRLLLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,78157,318,302,0
RRRLLLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,108383,380,394,0
RRRLLLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,5471,77,77,0
RRRLLLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,97523,324,326,0
RRRLLLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,83384,339,330,0
RRRLLLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,83199,331,314,0
RRRLLLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,76235,306,304,0
RRRLLLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,82243,313,317,0
RRRLLLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,188248,428,452,0
RRRLLLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,115479,341,343,0
RRRLLLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,72385,289,293,0
RRRLLLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,73898,305,286,0
RRRLLLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,103026,329,327,0
RRRLLLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,4056,65,67,0
RRRLLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,1290,36,36,0
RRRLLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,89694,308,309,0
RRLRRRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,83051,311,319,0
RRLRRRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,3314686,1821,1823,0
RRLRRRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,3326177,1825,1825,0
RRLRRRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,3339013,1829,1828,0
RRLRRRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,3339019,1829,1828,0
RRLRRRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,3337817,1827,1829,0
RRLRRRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,3339038,1829,1828,0
RRLRRRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,3338971,1828,1829,0
RRLRRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,135378,439,398,0
RRLRRRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,127561,412,429,0
RRLRRRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,3339062,1828,1829,0
RRLRRRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,3339051,1828,1829,0
RRLRRRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,3338888,1829,1828,0
RRLRRRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,3339099,1828,1829,0
RRLRRRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,3339071,1828,1829,0
RRLRRRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,3339075,1828,1829,0
RRLRRRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,3335072,1829,1826,0
RRLRRRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,155592,474,439,0
RRLRRRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,167838,481,489,0
RRLRRRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,149540,453,445,0
RRLRRRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,135677,430,424,0
RRLRRRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,134915,419,433,0
RRLRRRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,142903,446,444,0
RRLRRRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,132827,416,439,0
RRLRRRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,3338926,1828,1829,0
RRLRRRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,3338215,1829,1828,0
RRLRRRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,3339098,1829,1828,0
RRLRRRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,3338924,1829,1828,0
RRLRRRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,3339075,1828,1829,0
RRLRRRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,3341240,1827,1832,0
RRLRRRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,3338635,1829,1828,0
RRLRRRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,2608046,1612,1621,0
RRLRRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,76169,307,357,0
RRLRRRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,140985,468,447,0
RRLRRRLRRRLR,OOB,-1,349235,-1,0,0,18886,979,1075,0
RRLRRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,131706,447,410,0
RRLRRRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,171871,529,534,0
RRLRRRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,193059,632,550,0
RRLRRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,137029,444,450,0
RRLRRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,146426,452,449,0
RRLRRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,204781,645,529,0
RRLRRRLRLRRL,HIGHWAY,14343140,14346240,952,-4,6,158931,438,511,1
RRLRRRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,213545,622,560,0
RRLRRRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,208875,578,535,0
RRLRRRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,147472,496,424,0
RRLRRRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,157250,442,500,0
RRLRRRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,170338,519,504,0
RRLRRRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,146373,446,442,0
RRLRRRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,115514,378,386,0
RRLRRRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,157538,477,478,0
RRLRRRLLRRLR,HIGHWAY,484861,486400,216,2,-2,12203,138,143,1
RRLRRRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,139666,390,476,0
RRLRRRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,167648,497,465,0
RRLRRRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,182373,467,609,0
RRLRRRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,175474,486,512,0
RRLRRRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,176529,536,491,0
RRLRRRLLLRRR,HIGHWAY,705933,707584,244,-2,2,15564,156,157,1
RRLRRRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,149242,445,447,0
RRLRRRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,153936,499,445,0
RRLRRRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,150834,489,419,0
RRLRRRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,150289,417,410,0
RRLRRRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,150869,445,445,0
RRLRRRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,226941,498,507,0
RRLRRRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,272910,543,552,0
RRLRRLRRRRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRRLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRRLLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLRLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLRLLLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRRLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLRLLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRLLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLRLLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLRRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLRRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLRLR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLRLL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLLRR,HIGHWAY,55,1024,18,1,-1,286,58,59,1
RRLRRLLLLLRL,HIGHWAY,55,1024,18,1,-1,286,58,59,1
